"menu_item_category_name","menu_item_name","quantity_sold","item_sales","total_orders","new_customer_quantity_sold","new_customer_item_sales","new_customer_orders","loyal_customer_quantity_sold","loyal_customer_item_sales","loyal_customer_orders"
"Small Bites","Chicken Dumpling (5 Pcs)","2","14.08","2","0","0.00","0","0","0.00","0"
"Healthy Breakfast Wraps","Egg White & Cheese Wrap","1","15.97","1","1","15.97","1","0","0.00","0"
"Savory Sides","Pizza Fries","1","10.49","1","1","10.49","1","0","0.00","0"
"Eggs and Omelettes","Eggs Benedict","1","18.99","1","1","18.99","1","0","0.00","0"
"The Fried Rice","Shrimp Fried Rice","1","15.39","1","1","15.39","1","0","0.00","0"
"Wings","Boneless Chicken Wings","1","16.98","1","1","16.98","1","0","0.00","0"
"Coffee and Tea","Latte","1","5.59","1","0","0.00","0","1","5.59","1"
"Fresh Pasta Bowls","Pasta with Meatballs","3","69.94","3","3","69.94","3","0","0.00","0"
"Dessert","Cannoli","1","5.59","1","1","5.59","1","0","0.00","0"
"Delectable Desserts","Chocolate Canoli","2","11.98","2","2","11.98","2","0","0.00","0"
"Breakfast
Croissantwiches","Smoked Turkey Feta Breakfast Croissant","1","18.19","1","1","18.19","1","0","0.00","0"
"Fresh Bagels","Butter Bagel","5","19.95","3","0","0.00","0","0","0.00","0"
"Made to Order Omelets","Classic Cheese Omelette","3","48.21","3","1","16.07","1","0","0.00","0"
"House of Bánh Mì","Prawn Patty Bánh Mì","1","15.09","1","1","15.09","1","0","0.00","0"
"Meatball Bar","Meatball and Sausage Sandwich","1","18.19","1","1","18.19","1","0","0.00","0"
"The Custom Sandwich Shop","Bologna Sandwich","1","9.79","1","0","0.00","0","0","0.00","0"
"Loaded Cheesesteaks","Chicken Cheesesteak","2","46.96","2","0","0.00","0","2","46.96","2"
"Side Orders","Bacon","1","8.99","1","1","8.99","1","0","0.00","0"
"Fresh Pasta Bowls","Chicken Fettuccine Alfredo","2","43.37","2","2","43.37","2","0","0.00","0"
"Wicked Wings","Bone-In Wings","4","60.12","3","4","60.12","3","0","0.00","0"
"Sides","Fried Chicken Strips (5)","5","55.45","5","3","33.27","3","0","0.00","0"
"Breakfast Bagel Sandwiches","Bacon, Egg, & Cheese Bagel","2","16.18","1","2","16.18","1","0","0.00","0"
"Veggie Noodle & Rice","Vegetable Lo Mein","2","28.96","2","2","28.96","2","0","0.00","0"
"Pasta Bar","Chicken Alfredo with Bow-Tie Pasta, Spinach, and Parmesan","1","16.19","1","0","0.00","0","0","0.00","0"
"The Sides","Garlic Bread","2","16.18","2","1","9.09","1","0","0.00","0"
"The Curries","Baingan Ka Bartha","1","15.99","1","1","15.99","1","0","0.00","0"
"Drinks","Piña","1","6.99","1","1","6.99","1","0","0.00","0"
"Hot From the Griddle","French Toast Plate","1","14.09","1","1","14.09","1","0","0.00","0"
"Hefty Handhelds","Bacon Cheeseburger","1","22.38","1","1","22.38","1","0","0.00","0"
"Griddle Favorites","Egg & Cheese Omelette","1","7.69","1","1","7.69","1","0","0.00","0"
"Sides","Beans","1","2.89","1","1","2.89","1","0","0.00","0"
"Made to Order Omelets","Pastrami & Swiss Omelet","1","12.98","1","1","12.98","1","0","0.00","0"
"Frosty Smoothies","Blueberry Banana Smoothie","1","10.49","1","1","10.49","1","0","0.00","0"
"Sides to Go","Veggie Samosas","3","18.87","3","0","0.00","0","2","12.58","2"
"Classic Pasta Dinners","Buttered Parmesan Pasta","1","26.98","1","1","26.98","1","0","0.00","0"
"Brooklyn Finest Sandwiches","Spicy Turkey Sandwich","1","11.89","1","1","11.89","1","0","0.00","0"
"Smoothie Criminal","Double Berry Smoothie","2","25.16","2","0","0.00","0","2","25.16","2"
"Fresh Made Fruit Smoothies","January Berry Smoothie","1","8.58","1","0","0.00","0","0","0.00","0"
"Mediterranean-Style Plates","Spicy Beef Kebab Plate","1","34.99","1","1","34.99","1","0","0.00","0"
"Muffin Bar","Double Chocolate Chip Muffin","1","6.49","1","1","6.49","1","0","0.00","0"
"Breakfast Bagels","Veggie Egg White Bagel","1","15.57","1","1","15.57","1","0","0.00","0"
"Vegan Slice of Cake","Vegan Peanut Butter Cake","2","19.78","2","1","9.89","1","0","0.00","0"
"Cheesy Quesadillas Bar","The Birria De Res Quesadilla","2","32.98","2","2","32.98","2","0","0.00","0"
"Side Orders","Potato Skins","2","18.98","2","2","18.98","2","0","0.00","0"
"The Sides","Seaweed Salad","1","8.39","1","1","8.39","1","0","0.00","0"
"Breakfast Platters","California Omelette Platter","1","22.48","1","1","22.48","1","0","0.00","0"
"Griddle Favorites","Challah French Toast ","1","9.28","1","0","0.00","0","0","0.00","0"
"All the Sides","French Fries","1","7.68","1","1","7.68","1","0","0.00","0"
"Savory Sides","Cheese Fries","1","7.09","1","0","0.00","0","1","7.09","1"
"Grilled Cheese Bar","Grilled Turkey & Cheese","1","9.79","1","0","0.00","0","0","0.00","0"
"Gyro & Rice","Lamb Gyro","11","137.94","9","7","98.38","5","0","0.00","0"
"Drinks","Canned Soda","10","25.30","9","2","4.98","2","4","9.76","3"
"Gyros","Chicken Gyro Platter","1","15.39","1","0","0.00","0","0","0.00","0"
"Paninis","B.L.T. Tozt Hero","1","17.98","1","1","17.98","1","0","0.00","0"
"Burger Bar","The Cheeseburger Deluxe","1","16.06","1","1","16.06","1","0","0.00","0"
"The Pancake Snob","Original Buttermilk Pancakes","1","13.98","1","0","0.00","0","0","0.00","0"
"Feel the Appetite","Fries","1","7.18","1","1","7.18","1","0","0.00","0"
"Handcrafted Subs","Chipotle Chicken Kick Sub","1","15.38","1","1","15.38","1","0","0.00","0"
"Calzone","Bacon Calzone","1","29.99","1","1","29.99","1","0","0.00","0"
"Street Tacos","Chicken Taco","2","6.98","2","2","6.98","2","0","0.00","0"
"Sunrise Breakfast Sammies","Mushroom, Egg, & Cheese Bagel","1","13.28","1","0","0.00","0","0","0.00","0"
"Beverages","Wild Berry Smoothie","1","5.59","1","0","0.00","0","1","5.59","1"
"Let's Get BBQ'n","Chicken n Famous Ribs","1","14.99","1","0","0.00","0","0","0.00","0"
"Deli Sandwiches","Chicken Cutlet Sandwich","1","16.37","1","0","0.00","0","0","0.00","0"
"Gourmet Burgers","Cheeseburger","2","22.37","2","1","8.39","1","0","0.00","0"
"Beverages","Ginger Ale","1","2.09","1","1","2.09","1","0","0.00","0"
"The Sides","Chicken Fingers","1","10.59","1","0","0.00","0","0","0.00","0"
"Sides","Mozzarella Sticks (6 pcs)","1","9.79","1","1","9.79","1","0","0.00","0"
"Drinks","Diet Pepsi Can","1","2.19","1","0","0.00","0","1","2.19","1"
"Famous Panini's","Ham & Swiss Panini","1","14.69","1","1","14.69","1","0","0.00","0"
"Ali' Halal Gyros Wraps","Halal Beef Gyro Wrap","2","30.47","2","2","30.47","2","0","0.00","0"
"Dessert Bar ","Tiramisu ","1","10.99","1","1","10.99","1","0","0.00","0"
"Drinks","Coke Can","7","14.33","7","2","5.38","2","5","8.95","5"
"Market Fresh Salads","Crispy Buffalo Chicken Salad with Red Onions and Jalapeños","1","16.08","1","1","16.08","1","0","0.00","0"
"Italian Pasta Bar","The Meat Lasagna","1","33.97","1","0","0.00","0","0","0.00","0"
"Panini Bar","The Rachel Panini","1","12.59","1","1","12.59","1","0","0.00","0"
"From the Tandoor Breads","Naan","1","7.98","1","1","7.98","1","0","0.00","0"
"Griddle Favorites","French Toast","1","16.78","1","0","0.00","0","0","0.00","0"
"Slice of Cake","Chocolate Outrage Cake","5","62.95","5","5","62.95","5","0","0.00","0"
"Sides","Cornbread Stuffing","1","7.48","1","1","7.48","1","0","0.00","0"
"Halal Pizza","Halal Hawaiian Pizza","2","44.37","2","2","44.37","2","0","0.00","0"
"Between the Bun","Classic Cheeseburger","5","61.21","5","4","54.22","4","0","0.00","0"
"Rice & Noods","Veggie Lo Mein","1","25.99","1","0","0.00","0","1","25.99","1"
"Chinese Veggie Faves","General Tso's Tofu","2","39.98","2","1","19.99","1","1","19.99","1"
"Slice of Yum Pizzas","Garlic Mushroom Pizza","1","16.79","1","0","0.00","0","0","0.00","0"
"Melty Quesadillas","Steak Quesadilla","1","15.49","1","0","0.00","0","1","15.49","1"
"Hot & Fresh Pizzas","Meat Lovers Pizza","1","22.39","1","1","22.39","1","0","0.00","0"
"Breakfast Special Sandwiches","2 Eggs with Turkey, Bacon & Cheese Sandwich","1","9.99","1","1","9.99","1","0","0.00","0"
"Ramen","Seafood Ramen","1","16.79","1","0","0.00","0","0","0.00","0"
"Sandwich Bar","The Buffalo Chicken Breast Sandwich","1","15.49","1","0","0.00","0","0","0.00","0"
"Deli Favorites","House Club Sandwich","1","13.38","1","1","13.38","1","0","0.00","0"
"Appetizers","Potato Salad","2","8.58","1","0","0.00","0","0","0.00","0"
"Sides","Chili Cheese French Fries","1","6.99","1","1","6.99","1","0","0.00","0"
"Sweet Spoonfuls","Fruit & Granola Yogurt Parfait (16 oz)","1","10.49","1","0","0.00","0","0","0.00","0"
"Howlin' Dawgs","The Classic Dawg","1","10.68","1","0","0.00","0","0","0.00","0"
"Hot Subs","Chicken Cordon Bleu Sub","1","14.09","1","0","0.00","0","1","14.09","1"
"Breakfast Croissant Sammies","Turkey, Egg, & Cheese Croissant","1","11.89","1","0","0.00","0","1","11.89","1"
"Sides","Sweet Potato Fries","5","30.85","5","4","25.26","4","0","0.00","0"
"Vegan Breakfast All Day","Vegan Sausage, Egg & Cheese Sandwich","2","28.18","2","1","14.09","1","1","14.09","1"
"The Pasta Bowl","Jerk Chicken Fettuccine","6","108.71","5","4","77.13","4","0","0.00","0"
"Desserts","Chocolate Pudding","2","9.68","2","2","9.68","2","0","0.00","0"
"Side Orders","Chicken Wings","2","27.37","2","1","15.38","1","0","0.00","0"
"House of Burgers","The Patty Melt and Drink","1","16.89","1","1","16.89","1","0","0.00","0"
"Sides","Chicken Egg Roll","4","14.16","2","2","7.18","1","0","0.00","0"
"Handheld Specialties","California Chicken Sandwich","1","13.98","1","0","0.00","0","1","13.98","1"
"Panini Bar","The Pesto Panini","1","15.49","1","1","15.49","1","0","0.00","0"
"Cluckin' Chicken Sandwiches","Grilled Chicken Sandwich","1","12.58","1","1","12.58","1","0","0.00","0"
"Slice of Cake","Fresh Strawberry Shortcake","3","37.77","3","2","25.18","2","0","0.00","0"
"Drinks","Vitamin Water","3","9.57","1","3","9.57","1","0","0.00","0"
"The Salad Bar","Cobb Salad","2","32.85","2","2","32.85","2","0","0.00","0"
"Chef's Classic Burgers","Bacon Cheeseburger","1","18.88","1","1","18.88","1","0","0.00","0"
"Sides to Grab","Edamame","2","16.78","2","1","8.39","1","0","0.00","0"
"Classic Burgers","Mushroom Swiss Burger","4","67.16","4","0","0.00","0","4","67.16","4"
"Sides","Bacon Cheese Fries","1","8.39","1","0","0.00","0","0","0.00","0"
"Sides","Curly Fries","7","51.11","7","6","44.13","6","0","0.00","0"
"Sides","Sausage","5","19.05","4","2","8.08","2","0","0.00","0"
"Italiano Pasta Spot","Pesto Penne Pasta","1","25.98","1","0","0.00","0","1","25.98","1"
"Sides to Grab","Pork and Vegetable Potstickers (8)","1","9.79","1","1","9.79","1","0","0.00","0"
"Loaded Burritos","Grilled Chicken Burrito","5","79.95","5","2","31.98","2","1","15.99","1"
"From the Griddle","Buttermilk Pancakes (3)","1","12.69","1","1","12.69","1","0","0.00","0"
"Bagelwich Sandwiches","Philly Bagelwich Breakfast Sandwich","1","13.99","1","0","0.00","0","1","13.99","1"
"Pasta Famosa","Pesto Chicken Fettuccine Pasta","5","124.95","5","2","49.98","2","0","0.00","0"
"Crispy Wing Bar","Fried Chicken Wings","4","73.22","2","2","42.75","1","0","0.00","0"
"Snobby Chicken Wings","Sweet Teriyaki Bone-In Chicken Wings","1","9.09","1","1","9.09","1","0","0.00","0"
"Small Bites","Hot & Spicy Wonton Soup","1","11.29","1","1","11.29","1","0","0.00","0"
"Small Bites","Curly Fries","1","11.99","1","1","11.99","1","0","0.00","0"
"Desserts","Strawberry Cheesecake","2","18.38","2","2","18.38","2","0","0.00","0"
"Griddle","French Toast Sticks","2","20.38","2","1","10.19","1","1","10.19","1"
"Fresh Green Salads","Grilled Chicken Salad","8","89.52","7","2","22.38","2","3","33.57","3"
"1/2 Lb. Burgers","BLTA Burger","1","18.87","1","1","18.87","1","0","0.00","0"
"Simple Tacos","Carne Asada Street Taco","3","11.97","1","0","0.00","0","0","0.00","0"
"Vegan Slice of Cake","Vegan Death by Chocolate Cake","1","11.19","1","0","0.00","0","0","0.00","0"
"Beverages","Mountain Dew Can","2","3.98","1","0","0.00","0","0","0.00","0"
"Hefty Hoagies & Grinders (12 inch)","Cheeseburger Grinder","2","37.66","2","2","37.66","2","0","0.00","0"
"Burgers","Bacon Cheese Burger","2","20.10","2","0","0.00","0","0","0.00","0"
"Beverages","Coca-Cola Can","1","2.99","1","0","0.00","0","1","2.99","1"
"Beverages","Fresh Brewed Iced Colombian Coffee","1","3.49","1","1","3.49","1","0","0.00","0"
"Badri's Biryanis","Chicken Biryani","3","39.15","3","3","39.15","3","0","0.00","0"
"Sides","Garlic Bread","7","25.23","6","6","21.34","5","0","0.00","0"
"Pasta Bar","Fettuccine Bolognese and Mozzarella","5","96.53","4","3","56.36","2","0","0.00","0"
"Mac & Cheese Bar","Mac n' Cheese & 5 Boneless Strips","1","19.49","1","1","19.49","1","0","0.00","0"
"Sunrise Omelettes","Salmon Spinach Omelette","1","18.18","1","1","18.18","1","0","0.00","0"
"Sides","Chicken Dumplings (5 pc)","1","6.99","1","0","0.00","0","0","0.00","0"
"Panini Bar","Chicken Fajita Panini","1","15.58","1","1","15.58","1","0","0.00","0"
"Salads","Grilled Chicken Salad","2","28.18","1","2","28.18","1","0","0.00","0"
"Sides","Pork Katsu","1","10.49","1","1","10.49","1","0","0.00","0"
"Sides","Meat Boat (Turkia)","1","4.19","1","0","0.00","0","0","0.00","0"
"Breakfast Sides","Bacon Side","1","4.19","1","1","4.19","1","0","0.00","0"
"Desserts On Deck","Fruit Tart","1","7.99","1","0","0.00","0","0","0.00","0"
"Panini Bar","The Italian No. 2 Panini","1","13.39","1","1","13.39","1","0","0.00","0"
"Mediterranean Wraps","Lamb Shish Kabob Wrap","1","16.19","1","1","16.19","1","0","0.00","0"
"Deli Favorites","The Siesta Sandwich","1","20.17","1","1","20.17","1","0","0.00","0"
"The Omelette Station","Ham and Spinach Omelette","1","13.98","1","0","0.00","0","1","13.98","1"
"Coffee House","Iced Coffee","1","4.99","1","1","4.99","1","0","0.00","0"
"The Custom Sandwich Shop","Meatball Sandwich","1","16.17","1","0","0.00","0","0","0.00","0"
"Dessert Bar ","Pistachio Baklava","6","47.94","3","3","23.97","2","0","0.00","0"
"Nice Fried Rice","Chicken Fried Rice","1","21.09","1","1","21.09","1","0","0.00","0"
"Build Your Fried Rice","Classic Fried Rice","3","57.76","3","2","39.47","2","0","0.00","0"
"Breakfast Drinks","Iced Caramel Macchiato","1","6.99","1","0","0.00","0","0","0.00","0"
"Drinks","Fountain Drink (Large)","5","14.45","5","0","0.00","0","3","7.87","3"
"Breakfast Sandwiches","Egg on a Roll","3","33.21","3","0","0.00","0","1","11.07","1"
"Cluckin' Chicken Sandwiches","Chicken Cutlet Sandwich","2","43.32","2","0","0.00","0","2","43.32","2"
"Panini","Pastrami Reuben Panini","1","12.69","1","1","12.69","1","0","0.00","0"
"The Vegetarian Wok","Eggplant in Garlic Sauce with Rice","1","13.69","1","1","13.69","1","0","0.00","0"
"Dessert Bar","Tres Leches","1","5.69","1","0","0.00","0","0","0.00","0"
"Decadent Desserts","Plain Cheesecake with Drink","1","11.29","1","1","11.29","1","0","0.00","0"
"Sandwich Bar","The Chipotle Chicken Cutlet Sandwich","1","14.69","1","1","14.69","1","0","0.00","0"
"The Sugar Fixes","Fruit Cobbler","2","10.18","2","2","10.18","2","0","0.00","0"
"Bosscat Pizza Slices","Pepperoni Pizza Slice","4","36.36","1","4","36.36","1","0","0.00","0"
"Panini Bar","The Grilled Chicken Fajita Panini","1","13.39","1","1","13.39","1","0","0.00","0"
"Sides","Fried Mushrooms (12 Pcs)","1","8.49","1","1","8.49","1","0","0.00","0"
"Beverages","Sprite","1","2.99","1","0","0.00","0","0","0.00","0"
"Combo Sandwiches","Tuna Melt Sandwich","1","21.27","1","0","0.00","0","0","0.00","0"
"Classic Burger Bar","Old Fashioned Cheeseburger","1","9.89","1","1","9.89","1","0","0.00","0"
"Mexican Nachos","Carne Picada Nachos","1","9.99","1","0","0.00","0","1","9.99","1"
"Chef Stella's Pancakes","Banana Challah French Toast","2","20.58","2","2","20.58","2","0","0.00","0"
"Loaded Breakfast Burritos","Avocado and Egg White Protein Breakfast Burrito","1","15.39","1","0","0.00","0","0","0.00","0"
"That's a Wrap!","Halal Lamb Wrap","1","11.19","1","0","0.00","0","1","11.19","1"
"Omelette Bar","Cheese Omelette","1","7.79","1","1","7.79","1","0","0.00","0"
"The Breakfast Snob","The Ham Egg and Cheese Sandwich","2","27.98","2","1","13.99","1","0","0.00","0"
"Sides","Jalapeno Poppers","1","9.49","1","1","9.49","1","0","0.00","0"
"Smoothies","Caribbean Storm Smoothie","4","63.92","2","0","0.00","0","0","0.00","0"
"Smoothie Criminal","Nutty Monkey Smoothie","5","57.34","5","0","0.00","0","2","23.77","2"
"Omelettes Platter","Spanish Omelette Platter","1","13.19","1","1","13.19","1","0","0.00","0"
"Pasta Bowls","Veggie Penne (Tomato, Green Pepper, & Mushrooms)","1","18.19","1","1","18.19","1","0","0.00","0"
"Sushi Rollzzz","Dynamite Roll","2","33.78","2","1","16.89","1","0","0.00","0"
"Panini Bar","Chicken Parmesan Panini","1","12.59","1","0","0.00","0","0","0.00","0"
"Breakfast Sides","Side of Two Eggs","2","8.58","1","2","8.58","1","0","0.00","0"
"Fresh Outta Philly","Plain Philly Steak","1","14.88","1","0","0.00","0","0","0.00","0"
"Addictive Chicken Drumsticks","Original Chicken Drumsticks","1","5.29","1","1","5.29","1","0","0.00","0"
"Smoothie Bar","The Very Berry Smoothie","1","15.29","1","0","0.00","0","0","0.00","0"
"Indo-Chinese Specialties","Gobi Manchurian Wet with Drink","1","23.08","1","0","0.00","0","0","0.00","0"
"Little Italy Pasta Bar","Ground Beef Fusilli Pasta","1","16.09","1","0","0.00","0","0","0.00","0"
"Indian Fushion Wraps","Chicken Tikka Kabab Roti Wrap","3","12.57","2","2","8.38","1","0","0.00","0"
"Let's Get Started","Baked Beans","1","4.99","1","1","4.99","1","0","0.00","0"
"Side Orders","Cheese Fries","1","5.59","1","1","5.59","1","0","0.00","0"
"Beverages","Bottle Of Diet Coke (20 Oz)","1","3.49","1","0","0.00","0","0","0.00","0"
"Fat Calzones","Cheese Calzone","1","15.39","1","1","15.39","1","0","0.00","0"
"Breakfast Sandwiches","Grilled Cheese Sandwich","1","4.99","1","1","4.99","1","0","0.00","0"
"The Sides","Side of Four PC Bacon","1","7.99","1","1","7.99","1","0","0.00","0"
"The Gyro Bar","Halal Chicken Gyro in Pita","1","11.89","1","1","11.89","1","0","0.00","0"
"Smokin' Breakfast Platters","Ham Breakfast Platter","1","12.59","1","0","0.00","0","0","0.00","0"
"The Veggie Handhelds","The Classic Garden Burger","1","12.58","1","0","0.00","0","1","12.58","1"
"Panini Bar","Mediterranean Veggie Panini","1","11.19","1","1","11.19","1","0","0.00","0"
"The Vegan Juicy Juice Bar","G Beet Juice","1","12.69","1","0","0.00","0","0","0.00","0"
"Beverages","Hot Coffee","2","5.67","2","1","2.19","1","0","0.00","0"
"Fresh Pasta Bar","Chicken Alfredo","1","18.19","1","1","18.19","1","0","0.00","0"
"The Sides","Onion Rings","2","17.98","2","0","0.00","0","1","9.99","1"
"Smoothie Criminal","Honey Almond Smoothie","15","172.02","15","1","12.58","1","13","146.86","13"
"Grilled Cheese Sandwiches","Grilled Cheese & Bacon Sandwich","5","48.21","5","3","32.84","3","1","6.99","1"
"Loaded Cheesesteaks","Buffalo Chicken Cheesesteak","1","16.79","1","0","0.00","0","0","0.00","0"
"Sides","Cheesy Garlic Fries","1","11.89","1","1","11.89","1","0","0.00","0"
"The Salad Bar","Southwest Shrimp Salad","2","38.84","2","2","38.84","2","0","0.00","0"
"Sides","Pizza Dogs","1","7.69","1","1","7.69","1","0","0.00","0"
"The Cheesesteak","Mushrooms Philly Cheesesteak","1","11.07","1","1","11.07","1","0","0.00","0"
"Best Ever Burgers","Chopped Cheese Burger","2","25.18","2","2","25.18","2","0","0.00","0"
"Drinks","Dr Pepper Bottle 20 oz","2","5.78","2","0","0.00","0","2","5.78","2"
"Side Orders","Buffalo Wings (8 Piece)","1","9.19","1","0","0.00","0","1","9.19","1"
"Sweet Griddle Favorites","Pancakes","1","10.49","1","1","10.49","1","0","0.00","0"
"Big Ol' Burgers","The Breakfast Boy Burger","1","26.98","1","1","26.98","1","0","0.00","0"
"Smoothie Bar","Island Breeze Smoothie","2","23.36","2","0","0.00","0","2","23.36","2"
"The Gyro Bar","Falafel Gyro in Pita","3","33.57","2","1","11.19","1","0","0.00","0"
"Panini Bar","The Buffalo Chicken Panini","2","29.76","2","1","14.88","1","0","0.00","0"
"Fresh From the Fruit Stand","Banana Berry Bliss Bowl","2","15.38","1","2","15.38","1","0","0.00","0"
"Home Style Pancakes","Pancakes w/ Your Choice of Breakfast Meat","2","27.98","1","0","0.00","0","0","0.00","0"
"Panini","Spicy Chipotle Chicken Panini","1","16.88","1","1","16.88","1","0","0.00","0"
"Sunrise Breakfast Sandwiches","Steakhouse Special Breakfast Sandwich","1","8.39","1","0","0.00","0","0","0.00","0"
"The Desserts","Boston Cream Pie","1","9.79","1","1","9.79","1","0","0.00","0"
"Noodles & Rice","Pan-Fried Noodles","2","39.17","2","1","20.98","1","0","0.00","0"
"Street Tacos","Chick'n Taco (Vegan)","8","43.26","3","2","9.78","1","4","22.32","1"
"Oodles of Noodles","Pad Thai Noodles with Chicken or Pork","1","25.99","1","0","0.00","0","1","25.99","1"
"Crazy Shakes","Sugar & Spice Shake","1","13.19","1","1","13.19","1","0","0.00","0"
"Wings","Mild Chicken Wings-Bone-in","1","28.97","1","1","28.97","1","0","0.00","0"
"Let's Get BBQ'n","Famous Smoked Ribs Meal","1","14.99","1","1","14.99","1","0","0.00","0"
"Breakfast Sides ","Butter Roll","2","5.78","1","2","5.78","1","0","0.00","0"
"The Burritos!","Bean & Cheese Burrito","1","12.98","1","1","12.98","1","0","0.00","0"
"Sides","Bagel with Spread","1","5.59","1","0","0.00","0","1","5.59","1"
"Freshly Baked Calzone","Large Supreme Calzone","1","27.99","1","1","27.99","1","0","0.00","0"
"Sunrise Breakfast Sammies","Sausage, Egg, and Cheese Sandwich","2","19.58","1","2","19.58","1","0","0.00","0"
"Hot Subs","Reuben Sub","2","28.18","2","0","0.00","0","1","14.09","1"
"Breakfast Sides","Fresh Fruit Salad","1","5.59","1","1","5.59","1","0","0.00","0"
"Side Orders","French Fries","3","18.07","3","0","0.00","0","1","6.39","1"
"Smoothies","Berry Mix Smoothie","1","9.98","1","1","9.98","1","0","0.00","0"
"Salad Bar","Crispy Chicken Salad","2","35.18","2","1","17.59","1","0","0.00","0"
"Crunch Corner","Carne Asada & Queso","1","18.59","1","0","0.00","0","1","18.59","1"
"Fresh Wraps","The Grilled Chicken Wrap","1","14.09","1","1","14.09","1","0","0.00","0"
"Breakfast Platters","Greek Omelette Platter","1","14.09","1","1","14.09","1","0","0.00","0"
"Shawarma Bar","Lamb and Beef Shawarma Sandwich","1","24.49","1","1","24.49","1","0","0.00","0"
"Fresh From the Grill","Bacon Cheeseburger","1","6.69","1","1","6.69","1","0","0.00","0"
"Gourmet Bowls","Broccoli Beef Bowl","2","26.78","2","2","26.78","2","0","0.00","0"
"Breakfast Bagel Sandwiches","Turkey, Egg, & Cheese Bagel","1","8.09","1","1","8.09","1","0","0.00","0"
"Fryborg","Chipotle Mayo French Fries","2","26.18","2","2","26.18","2","0","0.00","0"
"Crispy Chicken","Popcorn Chicken","1","5.55","1","0","0.00","0","1","5.55","1"
"House Specialty Sandwiches","BLTA Sandwich","1","21.67","1","1","21.67","1","0","0.00","0"
"The Bakery","Chocolate Danish","1","4.29","1","1","4.29","1","0","0.00","0"
"Fried Rice Spot","Fried Rice Your Way","1","13.29","1","0","0.00","0","1","13.29","1"
"Burger Bar","Swissroom Burger","1","16.79","1","1","16.79","1","0","0.00","0"
"Street Tacos","Pollo Al Pastor Street Taco","1","3.99","1","0","0.00","0","1","3.99","1"
"Howlin' Dawgs","The Bacon Mac & Cheese Dog","1","9.19","1","0","0.00","0","0","0.00","0"
"Fresh From the Griddle","Stack of Blueberry Pancakes","1","10.19","1","1","10.19","1","0","0.00","0"
"1/2 Lb. Burgers","Swissroom Burger","3","48.23","2","1","10.49","1","0","0.00","0"
"The Sides","French Fries","16","104.23","15","10","68.29","9","3","18.17","3"
"Breakfast Burritos","Sausage Breakfast Burrito","1","12.99","1","0","0.00","0","0","0.00","0"
"Sides","Samosas (2 pcs)","1","6.99","1","1","6.99","1","0","0.00","0"
"Brooklyn Finest Sandwiches","NYPD Sandwich","5","59.45","3","1","11.89","1","4","47.56","2"
"Breakfast Wraps","Bacon Avocado Breakfast Wrap","1","19.97","1","1","19.97","1","0","0.00","0"
"Drinks","Fresh Orange Juice","1","15.58","1","0","0.00","0","1","15.58","1"
"Antipasti","Buffalo Wings","1","12.08","1","0","0.00","0","0","0.00","0"
"Two Hand Sandwiches","The American Sandwich","2","34.97","2","1","18.88","1","0","0.00","0"
"Hot Drinks","Chai Tea","1","2.99","1","0","0.00","0","1","2.99","1"
"Drinks","Naked Juices","1","8.39","1","1","8.39","1","0","0.00","0"
"The Pasta Bowl","Spaghetti with Garlic & Olive Oil","1","16.19","1","1","16.19","1","0","0.00","0"
"Smoothies","Banana Milk Smoothie","1","12.17","1","1","12.17","1","0","0.00","0"
"Beverages","Small Fiji Water","2","7.98","1","2","7.98","1","0","0.00","0"
"Mexican Favorites","Beef Quesadillas","1","16.89","1","0","0.00","0","0","0.00","0"
"Fresh Pasta Bar","Make Your Own Pasta","1","18.88","1","0","0.00","0","0","0.00","0"
"Specialty Bowls","Poke Bowl","1","22.38","1","1","22.38","1","0","0.00","0"
"Fresh Bagels","Smoked Nova Salmon Bagel","2","39.98","2","2","39.98","2","0","0.00","0"
"Breakfast Juices","Fresh Squeezed Orange Juice","1","4.99","1","1","4.99","1","0","0.00","0"
"Grilled Cheese Sammies","Swiss & Turkey Grilled Cheese","1","11.89","1","1","11.89","1","0","0.00","0"
"Small Bites","Chicken Egg Roll","2","7.18","1","0","0.00","0","0","0.00","0"
"Hand-Crafted Pizzas","Classic Margherita Pizza","1","16.79","1","1","16.79","1","0","0.00","0"
"Breakfast Sandwiches","Breakfast Sandwiches ","3","12.87","1","0","0.00","0","0","0.00","0"
"Deli Sandwich Favorites","Ham & Cheese Sandwich","1","7.99","1","1","7.99","1","0","0.00","0"
"Mediterranean Sandwich Bar","Chicken Shawarma Wrap","1","12.69","1","1","12.69","1","0","0.00","0"
"House of Burgers","Fire on the Mountain Burger and Drink","1","16.28","1","1","16.28","1","0","0.00","0"
"Let's Get Started","Cornbread Stuffing","1","4.99","1","0","0.00","0","0","0.00","0"
"Fresh Wraps","The American Dream Wrap","1","14.09","1","0","0.00","0","0","0.00","0"
"Bowls From the Grill","Chicken Bowl","3","46.47","3","0","0.00","0","0","0.00","0"
"Toasty Gourmet Wraps","Philly Steak Wrap","1","17.88","1","1","17.88","1","0","0.00","0"
"Pastries & Desserts ","Tiramisu","1","9.99","1","0","0.00","0","0","0.00","0"
"Made to Order Omelets","Classic Ham and Cheese Omelet","1","9.09","1","1","9.09","1","0","0.00","0"
"Beverages","Fountain Drink","1","4.18","1","0","0.00","0","1","4.18","1"
