"menu_item_category_name","menu_item_name","quantity_sold","item_sales","total_orders","new_customer_quantity_sold","new_customer_item_sales","new_customer_orders","loyal_customer_quantity_sold","loyal_customer_item_sales","loyal_customer_orders"
"Hors d'Oeuvres","Grilled Chicken Caesar Salad","1","11.89","1","1","11.89","1","0","0.00","0"
"The Omelette House","The Monterey Omelette","1","13.98","1","1","13.98","1","0","0.00","0"
"Sides","Mini Rice Cakes (Bánh Beo)","1","12.69","1","1","12.69","1","0","0.00","0"
"Hand-Crafted Pizza","Classic Pepperoni Pizza","1","51.78","1","1","51.78","1","0","0.00","0"
"Healthy Breakfast Wraps","3 Eggs and Cheese Wrap","1","10.99","1","0","0.00","0","0","0.00","0"
"Delicious Calzones!","Calzone with Chicken and Garlic","2","26.87","2","1","14.18","1","1","12.69","1"
"Beverages","Sprite 2 liter","3","16.77","2","0","0.00","0","3","16.77","2"
"Greek Shawarma Bar","Shawarma Platter","2","46.36","2","2","46.36","2","0","0.00","0"
"Sides","Potato Skins","2","24.28","2","1","11.29","1","0","0.00","0"
"Smoothie Bar","Summer Siam Smoothie","2","18.47","2","0","0.00","0","0","0.00","0"
"Sushi Rollzzz","Tuna Lover Roll","2","33.78","2","1","16.89","1","0","0.00","0"
"Chinese Soup Corner","Vegetable Wonton Soup","2","28.16","2","1","14.08","1","0","0.00","0"
"Hot Beverages","Latte","4","17.16","2","0","0.00","0","4","17.16","2"
"The Sides","House Breadsticks","1","9.89","1","1","9.89","1","0","0.00","0"
"The Pasta Bowl","Alfredo Chicken and Bacon Fettuccine","1","19.59","1","1","19.59","1","0","0.00","0"
"Sides","Home Fries","6","33.04","6","5","26.75","5","0","0.00","0"
"Acai Power Bowls","Double Berry Acai Bowl","8","167.92","3","4","83.96","1","4","83.96","2"
"Tasty Street Tacos","Birria Tacos","1","3.49","1","0","0.00","0","0","0.00","0"
"Breakfast Bagel Sandwiches","Ham, Egg, & Cheese Bagel Sandwich","2","16.98","1","0","0.00","0","0","0.00","0"
"Pasta Famosa","Meat Sauce Ravioli","1","24.99","1","0","0.00","0","0","0.00","0"
"Curry in a Hurry","Yellow Curry & Jasmine Rice with Vegetable or Tofu","1","18.29","1","0","0.00","0","0","0.00","0"
"Beverages","The Green Machine Juice","1","11.19","1","1","11.19","1","0","0.00","0"
"Specialty Desserts","Chocolate Mousse","1","7.09","1","0","0.00","0","0","0.00","0"
"Bagel Bar","Fresh Mediterranean Bagel Sandwich","1","18.28","1","1","18.28","1","0","0.00","0"
"Sides","Fried Crab Rangoon (6)","1","8.79","1","1","8.79","1","0","0.00","0"
"Desserts","Oreo Cake","1","11.99","1","0","0.00","0","0","0.00","0"
"Simple, Craveworthy Burgers","Double Hamburger","3","47.97","2","1","15.99","1","0","0.00","0"
"Drinks","Hot Coffee","1","5.27","1","0","0.00","0","1","5.27","1"
"Quick Curries","Jackfruit Curry","1","7.99","1","0","0.00","0","1","7.99","1"
"Molly's Appetizer","The Grilled Chicken Quesadilla","1","10.68","1","1","10.68","1","0","0.00","0"
"Sides","Dolma (3 pcs)","2","9.78","1","2","9.78","1","0","0.00","0"
"The Desserts","Strawberry Cheesecake","4","41.46","4","1","10.49","1","1","9.99","1"
"French Toast and Waffles","2 Piece French Toast","1","15.99","1","1","15.99","1","0","0.00","0"
"Healthy Salad Bar","Protein Powerhouse Salad","1","12.59","1","0","0.00","0","0","0.00","0"
"Small Bites","Sesame Balls","1","11.99","1","0","0.00","0","1","11.99","1"
"Classic Breakfast Platters","Corned Beef Hash, Eggs, and Toast","1","21.67","1","0","0.00","0","0","0.00","0"
"Burger Bar","Cheeseburger","1","15.36","1","1","15.36","1","0","0.00","0"
"Grilled Cheese Corner  ","Grilled Cheese Sandwich with Pastrami","1","15.37","1","0","0.00","0","0","0.00","0"
"Signature Breakfast Handhelds","Croissant Breakfast Sammie (Eggs, Cheddar, Spinach)","1","10.19","1","1","10.19","1","0","0.00","0"
"Fresh Salads","The Caesar Salad","1","29.97","1","0","0.00","0","1","29.97","1"
"Breakfast Burritos","Steak & Egg Burrito","1","17.99","1","1","17.99","1","0","0.00","0"
"Açaí Bowl Bar","Green Machine Açaí Bowl","1","18.98","1","1","18.98","1","0","0.00","0"
"Sides","Pork Bun (Bánh  Bao)","2","12.78","2","1","6.39","1","0","0.00","0"
"Signature Chicken Sammies","Honey Mustard Crispy Chicken Sandwich","1","12.59","1","1","12.59","1","0","0.00","0"
"Mouthwatering Pasta","Simple Spaghetti","1","14.69","1","0","0.00","0","0","0.00","0"
"Wings","Hot Chicken Wings-Bone-in","1","22.97","1","1","22.97","1","0","0.00","0"
"Exotic Burgers","Double Beef Burger with Bacon and Cheese (12 oz)","1","14.39","1","1","14.39","1","0","0.00","0"
"Starters","Homemade Chicken Fingers","2","22.98","2","0","0.00","0","2","22.98","2"
"Cheesy Quesadillas","Steak Avocado Quesadilla","7","109.11","7","3","44.76","3","2","27.98","2"
"Gourmet Salad Sensations","Greek Salad","1","13.99","1","0","0.00","0","0","0.00","0"
"Fresh From the Grill Burgers","Classic Cheeseburger (6 Oz)","2","48.96","1","0","0.00","0","0","0.00","0"
"Omelettes","Greek Omelette","4","46.56","4","0","0.00","0","3","34.57","3"
"Drinks","Chai Tea Latte","2","18.34","2","1","9.17","1","0","0.00","0"
"Fresh From the Fruit Stand","Watermelon Cucumber Bowl","2","18.76","1","2","18.76","1","0","0.00","0"
"Sides","Chicken Wings (1 pc)","3","8.37","1","0","0.00","0","0","0.00","0"
"Quesadilla Corner","Carnitas Quesadilla","3","62.75","3","2","40.67","2","0","0.00","0"
"Vegetarian Pasta Dishes","Broccoli Alfredo","1","25.87","1","1","25.87","1","0","0.00","0"
"The Ultimate Paninis!","Chicken Veracruz Panini","1","16.99","1","1","16.99","1","0","0.00","0"
"Heavens Chicken Wings","Honey Mustard Bone-in Chicken Wings","1","12.99","1","1","12.99","1","0","0.00","0"
"Street Tacos","Carne Asada Street Taco","2","7.98","2","1","3.99","1","1","3.99","1"
"The Sides","Side of Avocado","6","8.94","4","0","0.00","0","0","0.00","0"
"Made to Order Omelets","Create Your Own Omelet","1","11.09","1","1","11.09","1","0","0.00","0"
"Extra Bites","Chicken Dumplings-Gyoza (5 Pcs)","2","14.18","1","2","14.18","1","0","0.00","0"
"Chinese Veggie Faves","Tofu Moo Shu","1","19.99","1","0","0.00","0","1","19.99","1"
"Delectable Desserts","Banana Crumb Muffin","2","8.58","2","0","0.00","0","0","0.00","0"
"Breakfast Sandwiches","Classic Breakfast Sandwich","1","4.89","1","1","4.89","1","0","0.00","0"
"Cheesesteaks","Original Cheesesteak","4","57.73","3","2","27.96","1","0","0.00","0"
"New York's Best Sandwiches","The Philly Cheesesteak with Mushrooms","1","21.98","1","1","21.98","1","0","0.00","0"
"Gourmet Bowls","Spicy Beef Bowl","1","14.09","1","1","14.09","1","0","0.00","0"
"Sides","Side of Sausage","1","4.99","1","0","0.00","0","0","0.00","0"
"Pasta Mama","Penne Pesto","1","27.99","1","1","27.99","1","0","0.00","0"
"Mexican Favorites","Tacos De Carnitas (3)","1","13.39","1","1","13.39","1","0","0.00","0"
"Waffles","Strawberry Waffles","3","48.26","3","3","48.26","3","0","0.00","0"
"Great Cakes","Triple Chocolate Cake","3","35.97","3","2","23.98","2","0","0.00","0"
"Sides","Cheese Fries","7","59.13","7","4","36.76","4","0","0.00","0"
"Perfect Pancakes","Pancakes","2","19.58","2","1","9.79","1","1","9.79","1"
"Home Style Pancakes","Chocolate Chip Pancakes","3","42.46","3","1","12.99","1","0","0.00","0"
"Halal Bowls","Halal Lamb Bowl","1","16.79","1","1","16.79","1","0","0.00","0"
"Crispy Chicken Sandwiches","Philly-Style Crispy Chicken Sandwich","1","21.99","1","1","21.99","1","0","0.00","0"
"Egg Plates","Turkey Omelette","1","18.38","1","0","0.00","0","0","0.00","0"
"Pancake Bar","Strawberry Pancakes","1","13.99","1","1","13.99","1","0","0.00","0"
"Breakfast Sides","Side of Bacon","2","9.98","2","2","9.98","2","0","0.00","0"
"Breakfast Sandwiches","Mushroom & Swiss Melt Breakfast Sandwich","1","9.09","1","0","0.00","0","0","0.00","0"
"Beverages","Sunkist Orange Can","1","2.99","1","0","0.00","0","0","0.00","0"
"Side Orders","Chicken Wings Wings","1","8.49","1","1","8.49","1","0","0.00","0"
"House of Bánh Mì","Fish Patty Bánh Mì","1","14.79","1","1","14.79","1","0","0.00","0"
"Sweet Shop","Fruit Tart","1","6.99","1","0","0.00","0","0","0.00","0"
"From the Griddle","Classic Pancakes","4","37.05","4","0","0.00","0","3","28.66","3"
"Sides","Chicken Dumpling (5 Pcs)","1","6.99","1","1","6.99","1","0","0.00","0"
"Sandwich Sensations","Turkey Club","1","15.99","1","1","15.99","1","0","0.00","0"
"Two Hand Sammies","Turkey & Queso Sandwich","2","16.78","1","0","0.00","0","2","16.78","1"
"Hot Hero Sandwiches","Philly Cheesesteak Hero","1","10.68","1","1","10.68","1","0","0.00","0"
"Bagel Sammies","Bacon, Pepper Jack, and Guacamole Bagel","1","13.99","1","0","0.00","0","0","0.00","0"
"Acai Bowls","Berry Passion Acai Bowl","2","41.98","2","0","0.00","0","2","41.98","2"
"Breakfast Sandwiches","Bacon, Egg & Cheese Sandwich","1","7.09","1","1","7.09","1","0","0.00","0"
"Beverages","Gingerale Can","1","2.59","1","0","0.00","0","1","2.59","1"
"Drinks Corner","Fountain Drink","1","3.49","1","1","3.49","1","0","0.00","0"
"Muffin Bar","Banana Walnut Muffin","1","6.49","1","1","6.49","1","0","0.00","0"
"Pressed Paninis","Tuna Avocado Panini","1","12.59","1","1","12.59","1","0","0.00","0"
"Mediterranean Sandwich Bar","Garlic Chicken Wrap","1","10.59","1","0","0.00","0","0","0.00","0"
"The Sides ","Side of 3 Piece Sausage","1","6.29","1","1","6.29","1","0","0.00","0"
"Breakfast Sandwiches","The Bacon, Egg and Cheese Bagel","8","97.41","5","3","35.97","1","2","23.98","1"
"Crazzzzy Good Ice Cream Concoctions","Oreo Cake Sundae","1","15.39","1","0","0.00","0","0","0.00","0"
"Bagel Excellence","Roll with Butter","1","13.46","1","0","0.00","0","0","0.00","0"
"Dessert","New York Cheesecake","1","9.79","1","0","0.00","0","0","0.00","0"
"House Specialty Sandwiches","Turkey Club Supreme Sandwich","1","19.57","1","1","19.57","1","0","0.00","0"
"Fryborg","French Fries","1","10.12","1","1","10.12","1","0","0.00","0"
"Sides","Small Cheese French Fries","1","6.89","1","1","6.89","1","0","0.00","0"
"Yogurt Bar","Fruit Salad","6","46.68","6","3","23.34","3","2","15.56","2"
"Sunrise Omelettes","Avocado, Bacon, and Cheddar Omelette","1","19.59","1","1","19.59","1","0","0.00","0"
"Side Orders","Curly Fries","3","23.76","3","1","7.68","1","0","0.00","0"
"Gooksoo Noods","Spicy Pork, Egg, and Mushroom Gooksoo","1","18.59","1","1","18.59","1","0","0.00","0"
"Daybreak Breakfast
Sandwiches","Turkey Ham & Monterey Jack Morning Breakfast Sandwich","1","11.89","1","1","11.89","1","0","0.00","0"
"Smokin' Breakfast Platters","French Toast Platter","7","107.73","7","3","46.17","3","1","15.39","1"
"Specialty Soups","Fish Cake Soup with Rice","1","17.49","1","1","17.49","1","0","0.00","0"
"More Brunch Faves","Grandma Mary's Biscuits & Gravy","1","14.98","1","1","14.98","1","0","0.00","0"
"Appetizers","Cheese Fries","1","8.49","1","0","0.00","0","0","0.00","0"
"Hot Hero Sandwiches","Meatball Parm Hero Sandwich","3","59.97","3","3","59.97","3","0","0.00","0"
"House of Wings","Boneless KC BBQ Wings","1","18.38","1","1","18.38","1","0","0.00","0"
"Super Kick Starters","Spicy Fries","1","6.79","1","1","6.79","1","0","0.00","0"
"House of Pizza","Ranch Pizza","1","17.49","1","1","17.49","1","0","0.00","0"
"Cheesy Quesadillas","BBQ Chicken Quesadilla","5","81.13","5","2","39.16","2","1","13.99","1"
"Hearty Deli Heroes","Pesto Chicken Hero","2","20.38","2","2","20.38","2","0","0.00","0"
"Drinks","Mexican Soda Bottled","1","4.89","1","0","0.00","0","0","0.00","0"
"Delectable Desserts","Double Chocolate Muffin","1","4.29","1","0","0.00","0","0","0.00","0"
"Veggie Flatbreads","Shakshuka on Flatbread","1","15.08","1","1","15.08","1","0","0.00","0"
"Sunrise Breakfast Sandwiches","Eggs Florentine Sandwich","1","11.88","1","1","11.88","1","0","0.00","0"
"Home Style Pancakes","Classic Pancakes and Eggs Platter","1","19.57","1","1","19.57","1","0","0.00","0"
"Yogurt Bar","Vanilla Yogurt Parafait","1","8.68","1","0","0.00","0","0","0.00","0"
"Juices on Juices","Immune Defense Juice","4","62.32","3","1","15.58","1","0","0.00","0"
"Sides","Mozzarella Sticks (6)","3","30.87","3","2","20.58","2","0","0.00","0"
"Yogurt Bar","Strawberry Chobani Yogurt","3","15.57","1","3","15.57","1","0","0.00","0"
"Drinks","Water Bottle","2","2.98","1","0","0.00","0","0","0.00","0"
"Beverages","Strawberry Fanta (Can)","3","12.57","2","1","4.19","1","0","0.00","0"
"Signature Chicken Sammies","Chicken Bacon Ranch Burger","1","19.58","1","1","19.58","1","0","0.00","0"
"The Cake Shop","Strawberry Cheesecake","1","7.69","1","0","0.00","0","0","0.00","0"
"The Linguines","Chicken Penne Pasta","3","47.53","3","0","0.00","0","0","0.00","0"
"Quinoa Bowls","Pesto Chicken & Quinoa Bowl","1","15.39","1","0","0.00","0","0","0.00","0"
"The Bakery","Giant Cookie","2","9.78","2","0","0.00","0","0","0.00","0"
"New York's Best Sandwiches","The Chicken Tex Mex Steak and Onions Sandwich","1","16.99","1","1","16.99","1","0","0.00","0"
"Two Hand Sandwiches","Mediterranean Veggie Sandwich","1","14.69","1","0","0.00","0","0","0.00","0"
"House Specialty Sandwiches","Turkey Cranberry Sandwich","1","21.67","1","1","21.67","1","0","0.00","0"
"Panini Bar","The Amazing Fresh Honey Panini","1","15.49","1","1","15.49","1","0","0.00","0"
"Sides","Crispy Mushrooms","1","9.79","1","0","0.00","0","0","0.00","0"
"Cheesy Mac Bowls","Spinach & Feta Mac N Cheese","1","14.39","1","1","14.39","1","0","0.00","0"
"Salads","Chef Salad","1","21.99","1","0","0.00","0","0","0.00","0"
"Pastry Shoppe","Cheese Danish","1","4.59","1","1","4.59","1","0","0.00","0"
"Salad Bar","Santa Fe Salad","1","16.19","1","1","16.19","1","0","0.00","0"
"Antipasti","Mozzarella Sticks","1","10.59","1","0","0.00","0","0","0.00","0"
"The Hot Sides","Crunchy Chicken Fingers w/ Fries","2","43.98","1","0","0.00","0","2","43.98","1"
"Sides to Go","Garlic Naan","1","2.79","1","1","2.79","1","0","0.00","0"
"The Hot Cheesesteak!","Classic Philly Cheesesteak","1","29.98","1","0","0.00","0","0","0.00","0"
"Pasta Bar","Fettuccine Alfredo with Shrimp and Parmesan","1","21.79","1","0","0.00","0","0","0.00","0"
"Good Morning Breakfast Wraps","Meat & Potato Breakfast Wrap (Sausage, Bacon, Tots)","1","15.38","1","0","0.00","0","0","0.00","0"
"Quest for Quesadillas","Cheese Quesadilla","2","25.56","2","0","0.00","0","0","0.00","0"
"Griddle Cakes","Strawberry Pancakes","1","21.97","1","1","21.97","1","0","0.00","0"
"Refreshing Juices","Vampire Juice","1","7.09","1","0","0.00","0","0","0.00","0"
"Beverages","Create Your Own Juice","2","16.78","2","0","0.00","0","2","16.78","2"
"Beverages","Canned Soda","7","18.83","6","5","13.35","4","0","0.00","0"
"Breakfast Sides","Hashed Browns (3 )","1","5.69","1","1","5.69","1","0","0.00","0"
"Street Tacos","Fish Street Taco","3","11.97","2","1","3.99","1","2","7.98","1"
"The Dessert Crave","Giant Cookie","3","14.97","1","3","14.97","1","0","0.00","0"
"Specialty
Juices","Triple Berry Lemonade","1","9.89","1","0","0.00","0","0","0.00","0"
"Asian Specialties","Chicken Chow Mein","2","26.58","2","1","13.29","1","0","0.00","0"
"Addictive Chicken Sandwiches","Chicken Parmesan Sandwich","1","14.68","1","0","0.00","0","0","0.00","0"
"Fruit Smoothie Bar","Ginger Melon Smoothie","1","10.68","1","0","0.00","0","0","0.00","0"
"French Toast ","Challah French Toast","3","51.93","3","3","51.93","3","0","0.00","0"
"All the Sides","Onion Rings","2","14.18","2","0","0.00","0","2","14.18","2"
"Drinks","French Vanilla Coffee","3","10.97","3","1","3.99","1","0","0.00","0"
"Gourmet Salad Sensations","Grilled Chicken Salad","4","65.96","4","0","0.00","0","4","65.96","4"
"Sides","Small French Fries","2","10.38","2","2","10.38","2","0","0.00","0"
"Small Bites","French Fries","3","15.47","3","1","5.59","1","0","0.00","0"
"Breakfast Sandwiches","Croissant with Egg and Cheese Sandwich","1","10.99","1","0","0.00","0","0","0.00","0"
"Artisan Sandwich Combos","Improv Sandwich with Chips","2","32.67","2","2","32.67","2","0","0.00","0"
"Drinks","Root Beer Bottle (20 oz)","1","4.99","1","1","4.99","1","0","0.00","0"
"Simple Subs","Hot Cappy Italian Sub","1","16.18","1","1","16.18","1","0","0.00","0"
"Italian Specials","Spaghetti with Meatballs","1","13.39","1","0","0.00","0","0","0.00","0"
"Sides","Rotelle Pasta Salad","1","2.69","1","0","0.00","0","1","2.69","1"
"Wraps","Fresh Turkey Wrap","1","13.49","1","0","0.00","0","0","0.00","0"
"Flamin' Quesadillas","Veggie Quesadilla","2","33.58","2","0","0.00","0","1","16.79","1"
"Sides","Bacon","2","14.38","2","1","8.39","1","0","0.00","0"
"Drinks","Sprite Can ","1","2.99","1","1","2.99","1","0","0.00","0"
"Breakfast Sandwiches","Breakfast Burrito with Sausage","1","10.59","1","0","0.00","0","0","0.00","0"
"Grilled Cheese Sammies","Tomato & Grilled Cheese","4","51.92","3","3","41.73","2","0","0.00","0"
"Cold Drinks","20 oz. Gatorade Lemon-Lime","1","3.49","1","0","0.00","0","0","0.00","0"
"Smoothies","Choco Nana Smoothie","3","43.96","3","1","13.99","1","0","0.00","0"
"Fresh Green Salads","Garden House Salad","1","11.88","1","0","0.00","0","0","0.00","0"
"The Omelette Snob","Cheese Omelette","3","35.97","3","1","11.99","1","0","0.00","0"
"Cheesy Mac Bowls","Carolina Gold Chicken Mac Bowl","2","22.38","2","2","22.38","2","0","0.00","0"
"Burritos","Breakfast Burrito","1","14.49","1","0","0.00","0","1","14.49","1"
"Mexican Favorites","Steak Burrito Grande","1","14.79","1","1","14.79","1","0","0.00","0"
"Desserts","Cannoli","2","18.18","1","2","18.18","1","0","0.00","0"
"Delicious Starters and Snacks","Onion Rings","1","6.99","1","1","6.99","1","0","0.00","0"
"Cheezy Breakfast Melts","Pastrami Breakfast Melt","1","23.07","1","1","23.07","1","0","0.00","0"
"Breakfast Sides","Tater Tots","1","4.19","1","0","0.00","0","1","4.19","1"
"Drinks","Mix and Match Mocktails","1","8.39","1","0","0.00","0","0","0.00","0"
"Showstopping Starters","Maryland Crab Cake","1","27.99","1","1","27.99","1","0","0.00","0"
"Burgers Fresh Off the Grill","Bacon Cheeseburger","1","15.58","1","0","0.00","0","0","0.00","0"
"Entrées","Mixed Veggie Lover","1","18.29","1","0","0.00","0","0","0.00","0"
"Coffee Shop","Columbian Coffee","1","5.97","1","0","0.00","0","0","0.00","0"
"Sides","Seasoned Fries","1","8.49","1","0","0.00","0","1","8.49","1"
"Fresh From the Fruit Stand","Mango Bowl","1","9.38","1","1","9.38","1","0","0.00","0"
"The Omelette Station","Meat Lover Omelette (Ham, Bacon, Turkey)","1","13.98","1","0","0.00","0","1","13.98","1"
"Chinese Veggie Faves","Sweet & Sour Tofu","1","19.99","1","0","0.00","0","1","19.99","1"
"Sides","Chicken Dumplings (5 pcs)","1","6.99","1","0","0.00","0","0","0.00","0"
"Sweet & Savory Breakfast Dishes","Short Stack of Pancakes","1","9.89","1","1","9.89","1","0","0.00","0"
"Specials","Linguine Carbonara","1","13.29","1","1","13.29","1","0","0.00","0"
"Two Hand Tortas","Vegan Chick'n Torta","1","10.48","1","0","0.00","0","0","0.00","0"
"O.G. Phillies","Loaded Cheesesteak","1","16.98","1","0","0.00","0","0","0.00","0"
"Catering","Catering - Gyro Wrap","1","13.29","1","0","0.00","0","0","0.00","0"
"Quest for Quesadillas","Spinach Quesadilla","1","17.37","1","0","0.00","0","0","0.00","0"
"Sides","Pesto Mozzarella Garlic Bread","1","13.99","1","1","13.99","1","0","0.00","0"
"Delectable Desserts","Marble Muffin","2","8.58","2","2","8.58","2","0","0.00","0"
"Cheesesteaks","European Cheesesteak","1","17.18","1","0","0.00","0","0","0.00","0"
"Delectable Desserts","Giant Peanut Butter Cookie","1","4.29","1","1","4.29","1","0","0.00","0"
"Hot & Fresh Pizzas","Pepperoni Lovers Pizza","1","22.39","1","1","22.39","1","0","0.00","0"
"Pasta Bar","Fusilli alla Vodka with Salmon and Parmesan","1","21.79","1","0","0.00","0","0","0.00","0"
"Breakfast Sandwiches","BLT & Egg Breakfast Sandwich","4","55.94","4","3","44.75","3","0","0.00","0"
"French Toast","Strawberry French Toast","1","16.98","1","1","16.98","1","0","0.00","0"
"Greenhouse Salads","Avocado Salad","2","35.36","2","1","17.68","1","1","17.68","1"
