"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","220431245421399","2025-10-03","12:58:00 AM","America/New_York","3309771","Hillside Ave","Jr's Philly Cheesesteaks","164-01 Hillside Avenue  ","Jamaica","NY","11432","Prepaid Order","Grubhub Delivery","GH+","16.98","0.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.54","-2.55","-1.70","0.00","-0.74","0.00","0.00","-3.00","0.00","9.55",,"BwEAAAAAADKAy5xNGNCgDhHwmNF36d6LtKo"
"Marketplace","505531238027186","2025-10-01","09:22:00 PM","America/New_York","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","20.98","1.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.84","-4.20","-2.10","0.00","-1.00","0.00","0.00","0.00","0.00","15.54",,"BwEAAAAAAAyPsz_hjWCfKBHwjWEBbuoZWr8"
"Marketplace","377731224682255","2025-10-01","11:50:00 AM","America/New_York","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","365.65","32.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","397.68","-73.13","-36.57","0.00","-12.28","0.00","0.00","-5.00","0.00","270.70",,"BwEAAAAAAAyPs86I3CCezxHwnCG1MhbnDCo"
"Marketplace","927831249118385","2025-10-02","08:58:00 PM","America/New_York","11003696","Hoover Rd","Hyde's Grilled Cheese","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","GH+","23.57","1.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.68","-3.54","-2.36","0.00","-0.90","-1.11","0.00","-5.00","0.00","11.77",,"BwEAAAAAAKfnMOLiBsCf6xHwhsE3B7tP-PI"
"Marketplace","996231228187576","2025-10-01","02:39:00 AM","America/New_York","3325802","Canal St","The Dessert Shack","83 Canal St  ","New York","NY","10002","Prepaid Order","Grubhub Delivery","non GH+","14.88","1.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.20","-2.23","-1.49","0.00","-0.79","0.00","0.00","0.00","0.00","11.69",,"BwEAAAAAADK_anmxGBCeihHwmBGJ8HB2F_Q"
"Marketplace","686231258454354","2025-10-03","07:48:00 PM","America/Los_Angeles","9814952","18300 Vanowen Street Suite 3","The Calzone Empire","18300 Vanowen St  ","Los Angeles","CA","91335","Prepaid Order","Grubhub Delivery","non GH+","136.42","7.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","144.31","-20.46","-13.64","0.00","-4.55","0.00","0.00","-5.00","0.00","100.66",,"BwEAAAAAAJXDqKPA-iCgxRHwuiEREv-Sbmg"
"Marketplace","382031191192673","2025-09-28","06:09:00 PM","America/New_York","2134100",,"Red Wagon Diner","122 E 57th St ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","16.49","1.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.95","-2.47","-1.65","0.00","-0.85","0.00","0.00","0.00","0.00","12.98",,"BwEAAAAAACCQVIbjEkSctBHwkkVppY-EhZ8"
"Marketplace","322331179941520","2025-09-25","06:30:00 PM","America/Los_Angeles","3310191","Dallas St","Luigi's Pasta Ristorante","9083 Dallas St  ","La Mesa","CA","91942","Prepaid Order","Grubhub Delivery","non GH+","18.19","1.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.31","-2.73","-1.82","0.00","-0.74","0.00","0.00","-5.00","0.00","9.02",,"BwEAAAAAADKCb2k96mCachHwqmFVCpmJG8k"
"Marketplace","667831170529382","2025-09-26","09:47:00 AM","America/New_York","2964271",,"Planet Earth Salad","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","GH+","25.07","1.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.39","-3.76","-2.51","0.00","-1.01","-1.32","0.00","-3.00","0.00","14.79",,"BwEAAAAAAC07L7Kj1GCa2BHwlGGDoxk3HXs"
"Marketplace","997331132659426","2025-09-22","11:30:00 AM","America/New_York","2786543",,"Top Panini Shop (Lexington Ave)","1101 Lexington Ave  ","New York","NY","10075","Cancellation","Grubhub Delivery","GH+","-24.07","-1.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-25.76","3.61","2.41","0.00","0.93","0.00","0.00","5.00","0.00","-13.81",,"CQMAAAAAACqE7wt89fCXvBHwtfEz0NF5zY8AAAAB"
"Marketplace","997331132659426","2025-09-22","11:30:00 AM","America/New_York","2786543",,"Top Panini Shop (Lexington Ave)","1101 Lexington Ave  ","New York","NY","10075","Prepaid Order","Grubhub Delivery","GH+","24.07","1.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.76","-3.61","-2.41","0.00","-0.93","0.00","0.00","-5.00","0.00","13.81",,"BwEAAAAAACqE7wt89fCXvBHwtfEz0NF5zY8"
"Marketplace","150131139783198","2025-09-22","08:09:00 PM","America/New_York","2481874",,"Danny's Desserts","122 E 57th St ","New York","NY","10022","Prepaid Order","Grubhub Delivery","non GH+","19.98","1.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.31","-3.00","-2.00","0.00","-0.80","0.00","0.00","-5.00","0.00","10.51",,"BwEAAAAAACXe0gR5SqCYDRHwiqFPYIK_bm0"
"Marketplace","378831194250757","2025-09-28","07:01:00 PM","America/New_York","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","Prepaid Order","Grubhub Delivery","non GH+","20.98","1.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.84","-4.20","-2.10","0.00","-1.00","0.00","0.00","0.00","0.00","15.54",,"BwEAAAAAAAyPs0DrGLCcuBHwmLE_dOyyRf8"
"Marketplace","472031136444994","2025-09-22","02:26:00 PM","America/New_York","7324168","Bellyful - 2102 Utica Ave","The Mac and Cheese Co","2102 Utica Ave  ","Brooklyn","NY","11234","Prepaid Order","Grubhub Delivery","GH+","19.29","1.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.56","-2.89","-1.93","0.00","-0.77","0.00","0.00","-5.00","0.00","9.97",,"BwEAAAAAAG_CCNIwnxCX1xHwnxFFdLFAjjI"
"Marketplace","767831147581510","2025-09-22","08:46:00 PM","America/Phoenix","3310297","W Peoria Ave #116","Kung Fu Chinese Kitchen","8520 W Peoria Ave  ","Peoria","AZ","85345","Prepaid Order","Grubhub Delivery","non GH+","25.38","1.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.37","-3.81","-2.54","0.00","-1.01","0.00","0.00","-4.00","0.00","16.01",,"BwEAAAAAADKC2SYSwhCYKRHwghHXS03LDD4"
"Marketplace","145931166541537","2025-09-24","11:37:00 PM","America/Phoenix","8568872",,"The Burrito Co","4352 E Speedway Blvd  ","Tucson","AZ","85712","Prepaid Order","Grubhub Delivery","GH+","15.39","0.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.29","-2.31","-1.54","0.00","-0.64","0.00","0.00","-5.00","0.00","6.80",,"BwEAAAAAAILAKA13FbCZ1BHwlbGd__Xf3-w"
"Marketplace","918231196632371","2025-09-27","08:43:00 PM","America/Chicago","2794878",,"The Chinese Noodle Palace","9737 Manchester Rd  ","St. Louis","MO","63119","Prepaid Order","Grubhub Delivery","GH+","26.57","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.57","-3.99","-2.66","0.00","-1.05","0.00","0.00","-3.00","0.00","16.87",,"BwEAAAAAACqlfrgDu6CcBBHwu6H3eMO1LPk"
"Marketplace","691831166677631","2025-09-25","10:47:00 AM","America/New_York","3309348","Englishtown Rd","First Light Breakfast Cafe","557 Englishtown Rd  ","Monroe Township","NJ","08831","Prepaid Order","Grubhub Delivery","GH+","22.43","1.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.72","-3.36","-2.24","0.00","-0.93","0.00","0.00","-3.00","0.00","14.19",,"BwEAAAAAADJ_JAvBtzCaGRHwtzGz5Mqyxho"
"Marketplace","063131158624614","2025-09-23","11:51:00 PM","America/New_York","2728293",,"Cheesecake And Dessert Bar","1760 3rd Ave  ","New York","NY","10029","Cancellation","Grubhub Delivery","GH+","-11.99","-1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.05","1.80","1.20","0.00","0.70","0.00","0.00","0.00","0.00","-9.35","Cancelled by Merchant","CQMAAAAAACmhZVJ5gzCY9RHwgzHlCyUhq60AAAAB"
"Marketplace","063131158624614","2025-09-23","11:51:00 PM","America/New_York","2728293",,"Cheesecake And Dessert Bar","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","11.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.05","-1.80","-1.20","0.00","-0.70","0.00","0.00","0.00","0.00","9.35",,"BwEAAAAAACmhZVJ5gzCY9RHwgzHlCyUhq60"
"Marketplace","348431133524076","2025-09-22","12:03:00 AM","America/New_York","10557808","French St","Despicable Wraps","169 French St  ","New Brunswick","NJ","08901","Prepaid Order","Grubhub Delivery","non GH+","34.24","2.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.31","-5.14","-3.42","0.00","-1.32","0.00","0.00","-3.00","0.00","23.43",,"BwEAAAAAAKEZcP_CcACXYRHwsAFrTbNpl64"
"Marketplace","348431133524076","2025-09-22","12:03:00 AM","America/New_York","10557808","French St","Despicable Wraps","169 French St  ","New Brunswick","NJ","08901","Cancellation","Grubhub Delivery","non GH+","-34.24","-2.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-36.31","5.14","3.42","0.00","1.32","0.00","0.00","3.00","0.00","-23.43","Third Party POS failed to receive","CQMAAAAAAKEZcP_CcACXYRHwsAFrTbNpl64AAAAB"
"Marketplace","871531164847206","2025-09-24","08:50:00 PM","America/New_York","9824080","370 Main St","Addictive Burger Bar","370 Main St  ","East Orange","NJ","07018","Prepaid Order","Grubhub Delivery","GH+","35.74","2.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.91","-5.36","-3.57","0.00","-1.36","0.00","0.00","-3.00","0.00","24.62",,"BwEAAAAAAJXnUHABSxCZohHwixEXJiuNfWE"
"Marketplace","254731152591120","2025-09-24","11:33:00 AM","America/New_York","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","16.99","1.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.50","-3.40","-1.70","0.00","-0.86","0.00","0.00","0.00","0.00","12.54",,"BwEAAAAAAAyPs3O0-VCZVxHwuVHp_oHnF-Y"
"Marketplace","709731208796797","2025-09-29","12:24:00 AM","America/New_York","6890744","Wholesome Farms Market - 1306 Atlantic Ave","The Sandwich Vibe","1306 Atlantic Ave  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","20.38","1.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.74","-3.06","-2.04","0.00","-0.81","0.00","0.00","-5.10","0.00","10.73",,"BwEAAAAAAGkk-GMzj6Cc5hHwj6G9yIDLUQk"
"Marketplace","653831196407687","2025-09-27","06:43:00 PM","America/Phoenix","10382520","E Speedway","Danny's Desserts","4352 E Speedway Blvd  ","Tucson","AZ","85712","Prepaid Order","Grubhub Delivery","GH+","7.66","0.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.33","-1.15","-0.77","0.00","-0.55","0.00","0.00","0.00","0.00","5.86",,"BwEAAAAAAJ5suBR3_LCcBhHwvLHBPvKrtkc"
"Marketplace","244631250138687","2025-10-03","10:50:00 PM","America/New_York","8570024",,"Chicken Sandwich Loft","2511 Washington Blvd  ","Baltimore","MD","21230","Prepaid Order","Grubhub Delivery","GH+","12.58","0.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.33","-1.89","-1.26","0.00","-0.71","-0.75","0.00","0.00","0.00","8.72",,"BwEAAAAAAILEqOFAW0CgyBHwm0EtEL-NeOY"
"Marketplace","603731262931442","2025-10-04","08:58:00 PM","America/New_York","9815096","Gold","The Sandwich Vibe","257 Gold St  ","Brooklyn","NY","11201","Prepaid Order","Grubhub Delivery","GH+","18.88","1.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.56","-2.83","-1.89","0.00","-0.93","0.00","0.00","0.00","0.00","14.91",,"BwEAAAAAAJXEOP25VMChgRHwlMHjAc0qVxQ"
"Marketplace","908131237850770","2025-10-02","01:33:00 AM","America/New_York","2741308",,"Nancy's Grilled Cheese","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","14.66","1.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.96","-2.20","-1.47","0.00","-0.79","0.00","0.00","0.00","0.00","11.50",,"BwEAAAAAACnUPGvB4bCfShHwobGnDOCjEDo"
"Marketplace","454631231644061","2025-10-02","02:17:00 PM","America/New_York","5021648","1 Kedron Ave Unit 4","Casa Pasta Ristorante","1 Kedron Ave  ","Morton","PA","19070","Prepaid Order","Grubhub Delivery","GH+","17.59","0.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.35","-2.64","-1.76","0.00","-0.71","-0.76","0.00","-5.00","0.00","7.48",,"BwEAAAAAAEyf0Oj5njCftxHwnjGhLJg7aYw"
"Marketplace","077831224732003","2025-10-01","10:02:00 AM","America/New_York","3310157","Broadway","The Smoothie Squeeze","3360 Broadway  ","New York","NY","10031","Prepaid Order","Grubhub Delivery","GH+","18.47","1.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.11","-2.77","-1.85","0.00","-0.91","0.00","0.00","0.00","0.00","14.58",,"BwEAAAAAADKCTQg8CSCeyhHwiSEXlJhpHGk"
"Marketplace","682131171399341","2025-09-26","05:40:00 PM","America/New_York","6895688","Not Just Pizza - 2240 S 11th St","Heaven's Burgers","2240 S 11th St  ","Philadelphia","PA","19148","Prepaid Order","Grubhub Delivery","non GH+","44.96","3.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","48.24","-6.74","-4.50","0.00","-1.65","-3.28","0.00","-4.00","0.00","28.07",,"BwEAAAAAAGk4SPc9VyCbGxHwlyE9wRt6EwQ"
"Marketplace","416431156268791","2025-09-24","05:10:00 PM","America/New_York","823219",,"Priya's Indian Kitchen","716 10th Ave ","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","16.99","1.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.50","-3.40","-1.70","0.00","-0.86","0.00","0.00","0.00","0.00","12.54",,"BwEAAAAAAAyPs5xYosCZhRHwosGBT6yizmk"
"Marketplace","507631149919242","2025-09-22","11:22:00 PM","America/New_York","2789142",,"Hero Sandwich Shop (1st Ave)","217 1st Avenue  ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","19.99","1.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.32","-3.00","-2.00","0.00","-0.80","0.00","0.00","-5.00","0.00","10.52",,"BwEAAAAAACqPFuOanUCYKBHwnUGvOHU4TIQ"
"Marketplace","904231189630388","2025-09-27","12:19:00 PM","America/New_York","2223864",,"Fiona's Pancake Bar","1404 Madison Avenue  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","14.69","0.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.55","-2.20","-1.47","0.00","-0.62","0.00","0.00","-5.00","0.00","6.26",,"BwEAAAAAACHu-PdOY1CbuRHwo1GtwfuyBHU"
"Marketplace","774631155001600","2025-09-24","05:17:00 PM","America/New_York","9819584","28501 Hoover Rd","The Farmers Salad","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","GH+","48.62","2.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","51.24","-7.29","-4.86","0.00","-1.71","-2.62","0.00","-5.00","0.00","29.76",,"BwEAAAAAAJXVwDjhwRCZgxHwgRFZWdlSCNo"
"Marketplace","416931161975727","2025-09-25","02:02:00 AM","America/New_York","2728293",,"Cheesecake And Dessert Bar","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","11.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.05","-1.80","-1.20","0.00","-0.70","0.00","0.00","0.00","0.00","9.35",,"BwEAAAAAACmhZVexTNCZ0BHwjNEddg4WOUg"
"Marketplace","416931161975727","2025-09-25","02:02:00 AM","America/New_York","2728293",,"Cheesecake And Dessert Bar","1760 3rd Ave  ","New York","NY","10029","Cancellation","Grubhub Delivery","GH+","-11.99","-1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.05","1.80","1.20","0.00","0.70","0.00","0.00","0.00","0.00","-9.35","Cancelled by Merchant","CQMAAAAAACmhZVexTNCZ0BHwjNEddg4WOUgAAAAB"
"Marketplace","614531260924998","2025-10-04","10:40:00 PM","America/New_York","6890744","Wholesome Farms Market - 1306 Atlantic Ave","The Sandwich Vibe","1306 Atlantic Ave  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","GH+","10.19","0.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.09","-1.53","-1.02","0.00","-0.64","0.00","0.00","0.00","0.00","7.90",,"BwEAAAAAAGkk-J1jsnChjhHwsnEhonUhmqA"
"Marketplace","798531189174452","2025-09-27","05:58:00 PM","America/New_York","7753808","Oakwood Bagels - 101 Guyon Ave","Doughboys Sandwiches","101 Guyon Ave  ","Staten Island","NY","10306","Prepaid Order","Grubhub Delivery","non GH+","21.66","1.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.58","-3.25","-2.17","0.00","-1.02","0.00","0.00","0.00","0.00","17.14",,"BwEAAAAAAHZQUIottQKb5hHwtQMZfcUnc0U"
"Marketplace","584631166765998","2025-09-25","01:03:00 AM","America/New_York","6890744","Wholesome Farms Market - 1306 Atlantic Ave","The Sandwich Vibe","1306 Atlantic Ave  ","Brooklyn","NY","11216","Prepaid Order","Grubhub Delivery","non GH+","22.47","1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.02","-3.37","-2.25","0.00","-0.88","0.00","0.00","-5.00","0.00","12.52",,"BwEAAAAAAGkk-IGAUVCZxhHwkVEXJiuNfWE"
"Marketplace","310231166046374","2025-09-25","04:27:00 PM","America/New_York","9819584","28501 Hoover Rd","The Farmers Salad","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","GH+","22.07","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.09","-3.31","-2.21","0.00","-0.85","-1.02","0.00","-5.00","0.00","10.70",,"BwEAAAAAAJXVwJqceyCaRhHwuyEpiBpSlBo"
"Marketplace","990031159359266","2025-09-24","12:53:00 PM","America/New_York","2457881",,"Chicken Tenders Bar","1929 Chestnut St ","Philadelphia","PA","19103","Prepaid Order","Grubhub Delivery","GH+","15.67","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.68","-2.35","-1.57","0.00","-0.72","-1.01","0.00","-3.00","0.00","8.03",,"BwEAAAAAACWBGXK1GLCZWxHwmLE5oTU2DZk"
"Marketplace","451231161809346","2025-09-24","06:47:00 PM","America/Los_Angeles","3311052","Washington Blvd","India's Quick Bites","10700 Washington Blvd  ","Culver City","CA","90232","Prepaid Order","Grubhub Delivery","GH+","15.98","1.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.11","-2.40","-1.60","0.00","-0.67","0.00","0.00","-5.00","0.00","7.44",,"BwEAAAAAADKFzLFoCnKZoxHwinPrkAcVF6Q"
"Marketplace","156031217150493","2025-09-30","10:42:00 AM","America/New_York","3310144","Lee Hwy","Martha's Breakfast Sandwiches","3907 Lee Hwy  ","Arlington","VA","22207","Prepaid Order","Grubhub Delivery","GH+","12.27","0.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.83","-1.84","-1.23","0.00","-0.60","0.00","0.00","-3.00","0.00","6.16",,"BwEAAAAAADKCQERyHkCeBRHwnkElSrom5tU"
"Marketplace","959031195891085","2025-09-28","02:08:00 PM","America/New_York","6891040","Caffe Venice - 596 3rd Ave","Bill's Sandwich Shack","596 3rd Ave  ","New York","NY","10016","Prepaid Order","Grubhub Delivery","GH+","15.98","0.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.96","-2.40","-1.60","0.00","-0.66","0.00","0.00","-5.00","0.00","7.30",,"BwEAAAAAAGkmIN2ZLoCckRHwroHZ-wXAshE"
"Marketplace","951531135504540","2025-09-22","01:33:00 PM","America/New_York","2789142",,"Hero Sandwich Shop (1st Ave)","217 1st Avenue  ","New York","NY","10003","Prepaid Order","Grubhub Delivery","non GH+","47.97","3.82","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","51.79","-7.20","-4.80","0.00","-1.73","0.00","0.00","-5.00","0.00","33.06",,"BwEAAAAAACqPFvmyexCX1BHwuxGbP2Zk9WA"
"Marketplace","260431213220509","2025-09-30","02:45:00 PM","America/New_York","10373776","7th Ave","The Village Breakfast","154 7th Ave  ","New York","NY","10011","Prepaid Order","Grubhub Delivery","GH+","36.36","2.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38.94","-5.45","-3.64","0.00","-1.27","0.00","0.00","-7.27","0.00","21.31",,"BwEAAAAAAJ5KkPdpRbCeJxHwhbEhWLOM6J4"
"Marketplace","564931159513350","2025-09-23","11:44:00 PM","America/New_York","2728293",,"Cheesecake And Dessert Bar","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","non GH+","11.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.05","-1.80","-1.20","0.00","-0.70","0.00","0.00","0.00","0.00","9.35",,"BwEAAAAAACmhZfDiyKCY8RHwiKGPc8LX9YQ"
"Marketplace","564931159513350","2025-09-23","11:44:00 PM","America/New_York","2728293",,"Cheesecake And Dessert Bar","1760 3rd Ave  ","New York","NY","10029","Cancellation","Grubhub Delivery","non GH+","-11.99","-1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.05","1.80","1.20","0.00","0.70","0.00","0.00","0.00","0.00","-9.35","Cancelled by Merchant","CQMAAAAAACmhZfDiyKCY8RHwiKGPc8LX9YQAAAAB"
"Marketplace","903731204464979","2025-09-28","09:21:00 PM","America/New_York","2728293",,"Cheesecake And Dessert Bar","1760 3rd Ave  ","New York","NY","10029","Prepaid Order","Grubhub Delivery","GH+","11.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.05","-1.80","-1.20","0.00","-0.70","0.00","0.00","0.00","0.00","9.35",,"BwEAAAAAACmhZZPfbQCczBHwrQEvLIaB9L8"
"Marketplace","331331192789758","2025-09-28","03:01:00 PM","America/Phoenix","3310403","W Indian School Rd","Nakamura Ramen House","400 W Indian School Rd  ","Phoenix","AZ","85013","Prepaid Order","Grubhub Delivery","non GH+","29.35","2.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.87","-4.40","-2.94","0.00","-1.27","0.00","0.00","0.00","0.00","23.26",,"BwEAAAAAADKDQyTagxCcsRHwgxGLfuwyBhg"
"Marketplace","407431193936169","2025-09-27","07:01:00 PM","America/Los_Angeles","3310191","Dallas St","Luigi's Pasta Ristorante","9083 Dallas St  ","La Mesa","CA","91942","Prepaid Order","Grubhub Delivery","GH+","21.68","1.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.10","-3.25","-2.17","0.00","-0.85","0.00","0.00","-5.00","0.00","11.83",,"BwEAAAAAADKCbxl2zCCcCRHwjCHNulJJ1us"
"Marketplace","355831197511445","2025-09-27","09:10:00 PM","America/Los_Angeles","2785653",,"Classic Cheeseburger Bar","2841 E Anaheim St  ","Long Beach","CA","90804","Prepaid Order","Grubhub Delivery","non GH+","27.27","2.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.77","-4.09","-2.73","0.00","-1.12","0.00","0.00","-3.00","0.00","18.83",,"BwEAAAAAACqBdewInFCcHBHwnFHNulJJ1us"
