"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace",,"2025-09-30","12:51:32 PM","America/Los_Angeles","3309742","3rd St","Two Hand Burger","5155 3rd St  ","San Francisco","CA","94124","GH Credit",,"non GH+","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.40","","AwEAAAAAADKArt1oe0CeNhHwu0EvpBtfMYY"
"Marketplace",,"2025-09-27","06:01:06 PM","America/New_York","7753968","382 Farmer Deli & Juice - 382 8th Ave","Big Belly Paninis","382 8th Ave  ","New York","NY","10001","GH Credit",,"non GH+","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.19","","AwEAAAAAAHZQ8HdageCb7RHwgeH7l1RfGLI"
"Marketplace",,"2025-09-22","11:36:34 AM","America/New_York","9820960","370 Main St","FirstBite Breakfast Sandwiches","370 Main St  ","East Orange","NJ","07018","GH Credit",,"non GH+","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.45","","AwEAAAAAAJXbIOtZiqCXyRHwiqEPyZCNXkM"
"Marketplace","773831147547199","2025-09-22","07:56:00 PM","America/Chicago","9813512","W National","The Pasta Story","2138 W National Ave  ","Milwaukee","WI","53204","Prepaid Order","Grubhub Delivery","GH+","15.79","0.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.64","-2.37","-1.58","0.00","-0.66","-0.85","0.00","-5.00","0.00","6.18",,"BwEAAAAAAJW-CHb-XKCYEhHwnKGV1IdlQy8"
"Marketplace","554531192809548","2025-09-27","09:02:00 PM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","16.98","1.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.11","-2.55","-1.70","0.00","-0.72","0.00","0.00","-4.25","0.00","8.89",,"BwEAAAAAAB20Bb1w4XCcABHwoXHTSLlopHk"
"Marketplace","624131152660661","2025-09-24","12:50:00 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Prepaid Order","Grubhub Delivery","non GH+","23.46","1.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.10","-2.58","-2.35","0.00","0.00","0.00","0.00","-5.00","0.00","15.17",,"BwEAAAAAAEnW6JZnriCZYRHwriG9rjNUv_M"
"Marketplace","586631269576945","2025-10-04","08:34:00 PM","America/Chicago","9813512","W National","The Pasta Story","2138 W National Ave  ","Milwaukee","WI","53204","Prepaid Order","Grubhub Delivery","GH+","15.79","0.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.64","-2.37","-1.58","0.00","-0.66","-0.85","0.00","-5.00","0.00","6.18",,"BwEAAAAAAJW-CCPBSLChhBHwiLEp5mcYYxU"
"Marketplace","135731263821598","2025-10-05","02:11:00 PM","America/New_York","1938468",,"Stella's Pancake Bar","937 1st Avenue ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","21.38","1.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.80","-3.21","-2.14","0.00","-0.83","0.00","0.00","-5.35","0.00","11.27",,"BwEAAAAAAB2UJGsQWXCiEhHwmXE_YQa7VOQ"
"Marketplace","597231275121865","2025-10-05","08:38:00 PM","America/New_York","2642274",,"Smoothie and Dessert Bar","755 9th Ave  #1C","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","16.99","1.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.05","-2.55","-1.70","0.00","-0.70","0.00","0.00","-5.00","0.00","8.10",,"BwEAAAAAAChRYhFXYtCiSBHwotEpKANKJE4"
"Marketplace","124131227102284","2025-10-01","10:27:00 AM","America/New_York","11801712","Thomas S Boyland St","Luke's Breakfast Club","116 Thomas S Boyland St  ","Brooklyn","NY","11233","Prepaid Order","Grubhub Delivery","GH+","16.18","1.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.62","-2.43","-1.62","0.00","-0.84","0.00","0.00","0.00","0.00","12.73",,"BwEAAAAAALQUcClxcPCezRHwsPHxaQBXOZU"
"Marketplace","367131249635957","2025-10-03","01:48:00 PM","America/New_York","4839144","319 Rogers Ave","The Gyro Bar","319 Rogers Ave  ","Brooklyn","NY","11225","Prepaid Order","Grubhub Delivery","GH+","14.88","1.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.20","-1.64","-1.49","0.00","0.00","0.00","0.00","0.00","0.00","13.07",,"BwEAAAAAAEnW6JLppWCgfBHwpWFfBtw07cE"
"Marketplace","886931236246188","2025-10-02","11:31:00 AM","America/New_York","9820960","370 Main St","FirstBite Breakfast Sandwiches","370 Main St  ","East Orange","NJ","07018","Cancellation","Grubhub Delivery","GH+","-37.74","-2.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-40.04","5.66","3.77","0.00","1.43","0.00","0.00","3.00","0.00","-26.18","Third Party POS failed to receive","CQMAAAAAAJXbILFEfDSfnhHwvDW551-1nTgAAAAB"
"Marketplace","886931236246188","2025-10-02","11:31:00 AM","America/New_York","9820960","370 Main St","FirstBite Breakfast Sandwiches","370 Main St  ","East Orange","NJ","07018","Prepaid Order","Grubhub Delivery","GH+","37.74","2.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40.04","-5.66","-3.77","0.00","-1.43","0.00","0.00","-3.00","0.00","26.18",,"BwEAAAAAAJXbILFEfDSfnhHwvDW551-1nTg"
"Marketplace","495131225827492","2025-09-30","09:26:00 PM","America/New_York","2642274",,"Smoothie and Dessert Bar","755 9th Ave  #1C","New York","NY","10019","Prepaid Order","Grubhub Delivery","GH+","26.38","1.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.28","-3.96","-2.64","0.00","-1.01","0.00","0.00","-5.00","0.00","15.67",,"BwEAAAAAAChRYg93oUCeYRHwoUGl7kT_taw"
"Marketplace","553931212439119","2025-09-29","10:40:00 PM","America/Chicago","7749192","Sicilian Pizza - 2614 Lebanon Pike","Green Leaf Salads","2614 Lebanon Pike  ","Nashville","TN","37214","Prepaid Order","Grubhub Delivery","GH+","16.08","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.10","-2.41","-1.61","0.00","-0.67","0.00","0.00","-5.00","0.00","7.41",,"BwEAAAAAAHY-SItEyGCdqRHwiGGfq-ccFrE"
"Marketplace","729131200547948","2025-09-29","06:53:00 AM","America/New_York","9820960","370 Main St","FirstBite Breakfast Sandwiches","370 Main St  ","East Orange","NJ","07018","Prepaid Order","Grubhub Delivery","GH+","20.28","1.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.43","-3.04","-2.03","0.00","-0.86","0.00","0.00","-3.00","0.00","12.50",,"BwEAAAAAAJXbIIg7yTCdHBHwiTERz9iMlBY"
"Marketplace","771231174951213","2025-09-26","12:00:00 PM","America/Chicago","10075344","E Arapaho Rd","Roll N Chop Sushi's","1401 E Arapaho Rd  ","Richardson","TX","75081","Prepaid Order","Grubhub Delivery","GH+","21.69","1.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.07","-3.25","-2.17","0.00","-0.85","0.00","0.00","-5.00","0.00","11.80",,"BwEAAAAAAJm80I9VtgCa5hHwtgF189biU-A"
"Marketplace","701331158818694","2025-09-24","10:59:00 AM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","33.14","2.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.64","-4.97","-3.31","0.00","-1.23","0.00","0.00","-5.00","0.00","21.13",,"BwEAAAAAAB20BXXK00CZUhHwk0EZG-NlSC0"
"Marketplace","867531205535489","2025-09-29","06:46:00 PM","America/New_York","2821699",,"Wonderland Wraps","217 1st Avenue  ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","39.56","2.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","42.45","-5.93","-3.96","0.00","-1.38","0.00","0.00","-7.00","0.00","24.18",,"BwEAAAAAACsOQ1EaLNKdgBHwrNNtVscQxjc"
"Marketplace","767831137588797","2025-09-22","08:05:00 PM","America/New_York","6893800","Dream Gourmet Deli inc. - 111 East 161 Street","Prime Burger Lounge","111 E 161 St  ","Bronx","NY","10452","Prepaid Order","Grubhub Delivery","GH+","18.88","0.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.44","-2.83","-1.89","0.00","-0.74","0.00","0.00","-5.00","0.00","8.98",,"BwEAAAAAAGkw6Mt7hJCYChHwhJEjU4wwuIE"
"Marketplace","767831137588797","2025-09-22","08:05:00 PM","America/New_York","6893800","Dream Gourmet Deli inc. - 111 East 161 Street","Prime Burger Lounge","111 E 161 St  ","Bronx","NY","10452","Cancellation","Grubhub Delivery","GH+","-18.88","-0.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-19.44","2.83","1.89","0.00","0.74","0.00","0.00","5.00","0.00","-8.98",,"CQMAAAAAAGkw6Mt7hJCYChHwhJEjU4wwuIEAAAAB"
"Marketplace","921531206795758","2025-09-28","06:42:00 PM","America/Los_Angeles","2643485",,"Danny's Desserts ","2624 Pico Blvd   #1B","Santa Monica","CA","90405","Prepaid Order","Grubhub Delivery","GH+","20.98","1.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.62","-3.15","-2.10","0.00","-0.84","0.00","0.00","-5.00","0.00","11.53",,"BwEAAAAAAChWHRpuw9Cc0RHwg9ER9S6-W8Y"
"Marketplace","829231171876390","2025-09-25","06:26:00 PM","America/Phoenix","3310034","W Camelback Rd #103","Japanese Teriyaki House","3446 W Camelback Rd  ","Phoenix","AZ","85017","Prepaid Order","Grubhub Delivery","GH+","56.72","4.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","61.34","-8.51","-5.67","0.00","-2.08","0.00","0.00","-3.00","0.00","42.08",,"BwEAAAAAADKB0i4OM7aacRHws7dV7xP2kDM"
"Marketplace","648431190158321","2025-09-28","08:38:00 AM","America/New_York","6891656","Wholesome Farms Market - 840 Fulton St","Olivia's Breakfast Cafe","840 Fulton St  ","Brooklyn","NY","11238","Prepaid Order","Grubhub Delivery","non GH+","24.67","1.84","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.51","-3.70","-2.47","0.00","-0.99","0.00","0.00","-4.00","0.00","15.35",,"BwEAAAAAAGkoiLXZB0CcYxHwh0EFYUeDAD8"
"Marketplace","418531171062568","2025-09-26","05:50:00 AM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Prepaid Order","Grubhub Delivery","non GH+","25.96","2.31","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.27","-3.89","-2.60","0.00","-1.16","0.00","0.00","0.00","0.00","20.62",,"BwEAAAAAAB20BeaRE2CauRHwk2EBZxgMggc"
"Marketplace","549431189025058","2025-09-27","09:35:00 AM","America/New_York","1946629",,"Village Breakfast Snob","59 4th Ave ","New York","NY","10003","Prepaid Order","Grubhub Delivery","GH+","96.82","7.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","104.80","-14.52","-9.68","0.00","-3.28","0.00","0.00","-7.00","0.00","70.32",,"BwEAAAAAAB20BbRShwCbohHwhwGP7yXhcRA"
"Marketplace","733531160221380","2025-09-24","11:46:33 PM","America/New_York","2560441",,"Danny's Desserts","1147 West Chester Pike ","West Chester","PA","19382","Order Adjustment","Grubhub Delivery","GH+","-6.39","-0.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.77","0.00","0.00","0.00","0.00","0.38","0.00","0.00","0.00","-6.39","MISSING_ITEM - Refund requested by diner via help interaction","CQMAAAAAACcRuenZFFCZuhHwlFFlqyEL9xkAAAAB"
"Marketplace","733531160221380","2025-09-24","11:36:00 PM","America/New_York","2560441",,"Danny's Desserts","1147 West Chester Pike ","West Chester","PA","19382","Prepaid Order","Grubhub Delivery","GH+","11.38","0.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.88","-1.71","-1.14","0.00","-0.57","-0.50","0.00","-3.00","0.00","4.96",,"BwEAAAAAACcRuenZFFCZuhHwlFFlqyEL9xk"
"Marketplace","444731214259836","2025-09-30","02:25:00 PM","America/New_York","3310775","Hoover Rd","Greek Gyro Spot","28501 Hoover Rd  ","Warren","MI","48093","Prepaid Order","Grubhub Delivery","GH+","20.98","0.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.88","-3.15","-2.10","0.00","-0.78","-0.90","0.00","-6.00","0.00","8.95",,"BwEAAAAAADKEt_P-NaCeJBHwtaHTFUAGvNI"
"Marketplace","043331186523749","2025-09-27","04:25:00 AM","America/New_York","5851848","Broadway","The Acai Dream","689 Broadway  ","New York","NY","10012","Prepaid Order","Grubhub Delivery","GH+","41.98","3.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45.26","-6.30","-4.20","0.00","-1.53","0.00","0.00","-5.00","0.00","28.23",,"BwEAAAAAAFlKyM6QmaKbdBHwmaPjahicFfk"
"Marketplace","841231166083870","2025-09-25","11:04:00 AM","America/Los_Angeles","2460412",,"Breakfast Burrito Snob","488 Post St ","San Francisco","CA","94102","Prepaid Order","Grubhub Delivery","non GH+","22.37","1.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.87","-3.36","-2.24","0.00","-0.88","0.00","0.00","-5.00","0.00","12.39",,"BwEAAAAAACWK_A7_unCaNRHwunGbcZPgsLw"
"Marketplace","841231166083870","2025-09-25","02:05:31 PM","America/Los_Angeles","2460412",,"Breakfast Burrito Snob","488 Post St ","San Francisco","CA","94102","Order Adjustment","Grubhub Delivery","non GH+","-16.78","-1.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-18.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-18.23","Multiple reasons: Unhappy with the serving of the food.. Unhappy with the serving of the food.","CQMAAAAAACWK_A7_unCaNRHwunGbcZPgsLwAAAAB"
"Marketplace","363631208254670","2025-09-29","03:03:00 PM","America/New_York","10065528","Chestnut St","The Burger Co","1929 Chestnut St  ","Philadelphia","PA","19103","Prepaid Order","Grubhub Delivery","non GH+","51.53","4.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","55.65","-7.73","-5.15","0.00","-2.00","-4.12","0.00","0.00","0.00","36.65",,"BwEAAAAAAJmWeLhNJJqdYBHwpJs5pQWJsyU"
"Marketplace","841231166086157","2025-09-25","01:02:00 PM","America/Phoenix","6156504","839 W University Dr","The Sandwich Vibe","839 W University Dr  ","Tempe","AZ","85281","Prepaid Order","Grubhub Delivery","GH+","18.96","1.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.26","-2.84","-1.90","0.00","-0.83","0.00","0.00","-3.00","0.00","11.69",,"BwEAAAAAAF3w2LE8e3CaRBHwu3FZC3qHKC8"
"Marketplace","748031245349419","2025-10-03","02:32:00 PM","America/New_York","2732932",,"RJ's Philly Cheesesteaks (Gold St)","257 Gold St  ","New York","NY","10075","Prepaid Order","Grubhub Delivery","GH+","16.98","1.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.49","-2.55","-1.70","0.00","-0.86","0.00","0.00","0.00","0.00","13.38",,"BwEAAAAAACmzhBF3KSCgghHwqSHTupEMdAk"
"Marketplace","370931231247119","2025-10-02","11:44:00 AM","America/Phoenix","10372072","E Speedway","Breakfast Burrito Joint","4352 E Speedway Blvd  ","Tucson","AZ","85712","Prepaid Order","Grubhub Delivery","GH+","22.76","1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","24.31","-3.41","-2.28","0.00","-0.89","0.00","0.00","-5.00","0.00","12.73",,"BwEAAAAAAJ5D6JExeLCfuRHwuLEb6-EB00M"
"Marketplace","370331225620754","2025-10-01","03:15:00 PM","America/New_York","3310979","1st Ave","Tanya's Vegetarian Breakfast","1219 1st Ave.  ","New York","NY","10065","Prepaid Order","Grubhub Delivery","GH+","17.99","1.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.14","-2.70","-1.80","0.00","-0.73","0.00","0.00","-5.00","0.00","8.91",,"BwEAAAAAADKFg85MD4Ce9hHwj4Eb6BygNeM"
"Marketplace","028631238433873","2025-10-02","01:02:00 PM","America/New_York","2900607",,"Princess Panini","589 1st Avenue  ","New York","NY","10016","Prepaid Order","Grubhub Delivery","non GH+","23.98","1.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.67","-3.60","-2.40","0.00","-0.93","0.00","0.00","-5.00","0.00","13.74",,"BwEAAAAAACxCfwbTfMCfrBHwvMG551-1nTg"
"Marketplace","050931177136881","2025-09-26","11:32:00 AM","America/Phoenix","3309662","W Peoria Ave #116","Nakamura Ramen House","8520 W Peoria Ave  ","Peoria","AZ","85345","Prepaid Order","Grubhub Delivery","GH+","14.69","1.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.06","-2.20","-1.47","0.00","-0.79","0.00","0.00","0.00","0.00","11.60",,"BwEAAAAAADKAXkJmZHCa_xHwpHFd_MimuJM"
"Marketplace","682331145214782","2025-09-23","06:09:00 AM","America/New_York","3310093","1st Avenue","Fiona's French Toast","589 1st Ave.  ","New York","NY","10016","Prepaid Order","Grubhub Delivery","non GH+","12.99","1.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.14","-1.95","-1.30","0.00","-0.73","0.00","0.00","0.00","0.00","10.16",,"BwEAAAAAADKCDfllP9CYYBHwv9HXO7w4lYA"
"Marketplace","716631215137975","2025-09-30","02:20:00 AM","America/New_York","9824224","1st","Stella's Slammin' Burgers","937 1st Ave.  ","New York","NY","10022","Prepaid Order","Grubhub Delivery","GH+","25.56","1.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.30","-3.83","-2.56","0.00","-0.95","0.00","0.00","-6.00","0.00","13.96",,"BwEAAAAAAJXn4GV2XDCdwRHwnDG_qAc2O2c"
"Marketplace","034231231142964","2025-10-02","03:32:00 PM","America/Los_Angeles","7102536","Golden State Pizza & Grill - 3349 Mission St","Henry's Chicken Wings","3349 Mission St  ","San Francisco","CA","94110","Prepaid Order","Grubhub Delivery","GH+","19.78","1.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.23","-2.97","-1.98","0.00","-0.86","0.00","0.00","-3.00","0.00","12.42",,"BwEAAAAAAGxgSLhECpCf1hHwipEDwHaVx6Q"
"Marketplace","867731266111110","2025-10-05","01:01:00 AM","America/New_York","3006549",,"Sip On Smoothie","2909A Queens Plaza North  ","Long Island City","NY","11101","Prepaid Order","Grubhub Delivery","GH+","13.29","1.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.47","-1.99","-1.33","0.00","-0.74","0.00","0.00","0.00","0.00","10.41",,"BwEAAAAAAC3gVdagqcChoxHwqcEVD7DJos4"
"Marketplace","863031243612681","2025-10-03","02:50:00 AM","America/Los_Angeles","2668034",,"Ali's Halal Pizza","5155 3rd St  #1A","San Francisco","CA","94124","Prepaid Order","Grubhub Delivery","GH+","21.09","1.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.48","-3.16","-2.11","0.00","-0.83","0.00","0.00","-5.00","0.00","11.38",,"BwEAAAAAACi2As5FbWCgNhHwrWEnCEa1KW8"
"Marketplace","206031150532116","2025-09-23","08:23:00 PM","America/Phoenix","3309753","W Camelback Rd #103","Noodle And Rice Bar","3446 W Camelback Rd  ","Phoenix","AZ","85017","Prepaid Order","Grubhub Delivery","GH+","29.36","2.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","31.63","-4.40","-2.94","0.00","-1.17","0.00","0.00","-3.00","0.00","20.12",,"BwEAAAAAADKAuXB8aWCY8BHwqWGFWFVTzXY"
"Marketplace","146131138124389","2025-09-22","06:12:00 PM","America/Chicago","10078576","Manchester Rd","Xiu's Vegetarian Chinese","9737 Manchester Rd  ","St. Louis","MO","63119","Prepaid Order","Grubhub Delivery","GH+","22.78","0.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.53","-3.42","-2.28","0.00","-0.87","0.00","0.00","-5.00","0.00","11.96",,"BwEAAAAAAJnJcN-jwGCYAxHwgGHTAXw-uNc"
"Marketplace","208131183718096","2025-09-27","02:34:00 PM","America/Phoenix","6156504","839 W University Dr","The Sandwich Vibe","839 W University Dr  ","Tempe","AZ","85281","Prepaid Order","Grubhub Delivery","GH+","18.58","1.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.84","-2.79","-1.86","0.00","-0.81","0.00","0.00","-3.00","0.00","11.38",,"BwEAAAAAAF3w2HYjuyCb4xHwuyFxoTLXyP4"
"Marketplace","501031150390113","2025-09-24","07:52:00 AM","America/New_York","6895664","S & A Gourmet Deli - 240 8th Ave","CJ's Breakfast Sandwich","240 8th Ave  ","New York","NY","10011","Prepaid Order","Grubhub Delivery","GH+","21.68","1.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.16","-3.25","-2.17","0.00","-0.85","0.00","0.00","-5.00","0.00","11.89",,"BwEAAAAAAGk4MGiCgsCZNxHwgsEb0HwdsC8"
"Marketplace","501031150390113","2025-09-24","08:34:27 AM","America/New_York","6895664","S & A Gourmet Deli - 240 8th Ave","CJ's Breakfast Sandwich","240 8th Ave  ","New York","NY","10011","Cancellation","Grubhub Delivery","GH+","-21.68","-1.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-23.16","3.25","2.17","0.00","0.85","0.00","0.00","5.00","0.00","-11.89","Restaurant cannot fulfill order","CQMAAAAAAGk4MGiCgsCZNxHwgsEb0HwdsC8AAAAB"
