"order_channel","order_number","order_date","order_time_local","day_of_week","hour_of_day","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","store_type","order_type","scheduled_or_asap_order","fulfillment_type","cash_order","customer_type","gh_plus_customer","order_subtotal_before_adjustments","order_subtotal_adjustments","order_subtotal","order_self_delivery_charge","order_merchant_fees","order_sales_tax","order_tip","order_total","order_commission","order_delivery_commission","order_gh_plus_commission","order_processing_fee","order_withheld_sales_tax","order_merchant_funded_promotion_and_loyalty","order_merchant_total","order_time_to_expected_ready_time_minutes","order_time_to_actually_ready_time_minutes","order_time_to_driver_arrived_time_minutes","order_time_to_driver_departed_time_minutes","order_time_to_dropoff_start_time_minutes","ghd_driver_wait_time","order_on_time","overall_rating_value","review_text"
"Marketplace","798531189186344","2025-09-26","07:52:10 PM","Friday","7 PM","America/Los_Angeles","10929368","N Tustin Ave","The Sandwich Vibe","2431 N Tustin Ave  ","Santa Ana","CA","92705","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","22.37","0.00","22.37","0.00","0.00","1.61","0.00","23.98","-3.36","-2.24","0.00","-0.88","0.00","-5.00","12.50","15",,"28","45","55","18","Late",,
"Marketplace","921531206794884","2025-09-28","11:27:37 PM","Sunday","11 PM","America/New_York","3312266","1st Avenue","The Smoothie Squeeze","937 1st Ave.  ","New York","NY","10022","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","11.68","0.00","11.68","0.00","0.00","1.04","0.00","12.72","-1.75","-1.17","0.00","-0.69","0.00","0.00","9.11","20","3","10","11","19","0","Early",,
"Marketplace","884431235547790","2025-10-02","06:35:28 AM","Thursday","6 AM","America/New_York","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","17.97","0.00","17.97","0.00","0.00","1.60","0.00","19.57","-2.70","-1.80","0.00","-0.90","0.00","0.00","14.17","20","3","2","9","23","0","Early",,
"Marketplace","519431259840643","2025-10-04","11:40:56 AM","Saturday","11 AM","America/New_York","2741495",,"Sarah's Breakfast Bar","1760 3rd Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","48.95","0.00","48.95","0.00","0.00","3.73","0.00","52.68","-7.34","-4.90","0.00","-1.69","0.00","-7.00","31.75","10","579","9","22","26","12","Late",,
"Marketplace","042631264117635","2025-10-05","01:20:40 PM","Sunday","1 PM","America/New_York","10498104","George St","Village Quesadilla","228 George St  ","New Brunswick","NJ","08901","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","53.95","0.00","53.95","0.00","0.00","3.38","0.00","57.33","-8.09","-5.40","0.00","-1.96","0.00","-3.00","38.88","15","21","18","21","50","3","On-time",,
"Marketplace","601231227741420","2025-09-30","10:06:31 PM","Tuesday","10 PM","America/New_York","3311345","Ave #35st","Nomad's Bagels","450 9th Ave  ","New York","NY","10018","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","5.99","0.00","5.99","0.00","0.00","0.53","0.00","6.52","-0.90","-0.60","0.00","-0.50","0.00","0.00","4.52","20","3","8","8","18","0","Early",,
"Marketplace","124131217106950","2025-09-30","07:48:41 PM","Tuesday","7 PM","America/New_York","9821064","Broadway","Two Hand Burger","4083 Broadway  ","New York","NY","10032","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","27.27","0.00","27.27","0.00","0.00","2.16","0.00","29.43","-4.09","-2.73","0.00","-1.11","0.00","-3.00","18.50","23","157","12","19","29","0","On-time",,
"Marketplace","402531181539075","2025-09-26","09:52:32 PM","Friday","9 PM","America/Los_Angeles","10363712","Polk St","Jolie's Mediterranean Kitchen","1338 Polk St  ","San Francisco","CA","94109","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","79.97","0.00","79.97","0.00","0.00","6.46","0.00","86.43","-12.00","-8.00","0.00","-2.78","0.00","-5.00","58.65","20","37","12","26","34","6","Late",,
"Marketplace","043331186526133","2025-09-27","08:15:27 AM","Saturday","8 AM","America/New_York","2489526",,"The Bagel Savage","1404 Madison Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","12.97","0.00","12.97","0.00","0.00","1.15","0.00","14.12","-1.95","-1.30","0.00","-0.73","0.00","0.00","10.14",,,,,,,"Unable to Determine",,
"Marketplace","187731247588581","2025-10-02","10:06:52 PM","Thursday","10 PM","America/New_York","3310559","Bedford Ave","Casa Pasta Ristorante","265 Bedford Ave  ","Brooklyn","NY","11211","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","36.67","0.00","36.67","0.00","0.00","2.63","0.00","39.30","-5.50","-3.67","0.00","-1.29","0.00","-7.00","21.84","20","51","27","30","48","3","On-time",,
"Marketplace","544031236265604","2025-10-02","11:19:08 AM","Thursday","11 AM","America/New_York","2509728",,"Badri's Biryani Bar","716 10th Ave ","New York","NY","10019","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","17.99","0.00","17.99","0.00","0.00","1.20","0.00","19.19","-2.70","-1.80","0.00","-0.75","0.00","-4.50","9.44","15","60","13","15","34","0","On-time",,
"Marketplace","496331241297145","2025-10-02","09:48:49 PM","Thursday","9 PM","America/New_York","3310203","9th Ave","The Juice Empire","755 9th Ave  ","New York","NY","10019","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","24.77","0.00","24.77","0.00","0.00","1.67","0.00","26.44","-3.72","-2.48","0.00","-0.92","0.00","-6.00","13.32","20","14","12","14","24","0","On-time","5",
"Marketplace","208131183770999","2025-09-27","09:33:52 AM","Saturday","9 AM","America/Los_Angeles","2285322",,"The Pasta Slut","1338 Polk St  ","San Francisco","CA","94109","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","33.98","0.00","33.98","0.00","0.00","2.50","0.00","36.48","-5.10","-3.40","0.00","-1.26","0.00","-5.00","21.72","30","20","8","8","13","0","On-time",,
"Marketplace","534631172443370","2025-09-26","07:43:05 AM","Friday","7 AM","America/Phoenix","10372072","E Speedway","Breakfast Burrito Joint","4352 E Speedway Blvd  ","Tucson","AZ","85712","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.78","0.00","15.78","0.00","0.00","0.94","0.00","16.72","-2.37","-1.58","0.00","-0.66","0.00","-5.00","7.11","15","28","41","42","58","1","Late",,
"Marketplace","549431189077893","2025-09-27","05:00:43 PM","Saturday","5 PM","America/New_York","2796228",,"Healthy Salad Bar ","228 George St  ","New Brunswick","NJ","08901","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","19.99","0.00","19.99","0.00","0.00","0.99","0.00","20.98","-3.00","-2.00","0.00","-0.79","0.00","-5.00","10.19","10","23","19","23","44","3","On-time",,
"Marketplace","934431187051342","2025-09-27","07:10:56 PM","Saturday","7 PM","America/New_York","9832944","1708 Livernois Rd","The Pasta Brothers","1708 Livernois Rd  ","Troy","MI","48083","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","65.03","0.00","65.03","0.00","0.00","3.72","0.00","68.75","-9.75","-6.50","0.00","-2.31","-3.72","-3.00","43.47","21",,"25","33","62","8","Late",,
"Marketplace","310331170740420","2025-09-25","06:31:56 PM","Thursday","6 PM","America/Phoenix","3309753","W Camelback Rd #103","Noodle And Rice Bar","3446 W Camelback Rd  ","Phoenix","AZ","85017","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","26.58","0.00","26.58","0.00","0.00","2.03","0.00","28.61","-3.99","-2.66","0.00","-1.08","0.00","-3.00","17.88","20","56","17","18","32","0","On-time",,
"Marketplace","029231220178021","2025-09-30","06:10:33 PM","Tuesday","6 PM","America/Los_Angeles","9794768","18 S Abbott Ave","Dum Biryani Snob","18 S Abbott Ave  ","Milpitas","CA","95035","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","16.06","0.00","16.06","0.00","0.00","1.04","0.00","17.10","-2.41","-1.61","0.00","-0.67","0.00","-5.00","7.41","15","15","20","23","38","3","On-time",,
"Marketplace","220431245427160","2025-10-02","11:05:27 PM","Thursday","11 PM","America/New_York","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","23.77","0.00","23.77","0.00","0.00","1.67","0.00","25.44","-3.57","-2.38","0.00","-0.92","0.00","-5.00","13.57","20","9","3","27","35","7","Early",,
"Marketplace","777731279491745","2025-10-05","09:53:49 PM","Sunday","9 PM","America/New_York","2535778",,"The Pasta Story","1424 Lexington Ave ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.78","0.00","19.78","0.00","0.00","1.05","0.00","20.83","-2.97","-1.98","0.00","-0.69","0.00","-8.00","7.19","9","1","6","16","40","7","Early",,
"Marketplace","867731266114360","2025-10-05","08:29:31 AM","Sunday","8 AM","America/New_York","10078568","Gold St","Sizzlin' Omelette Cafe","257 Gold St  ","Brooklyn","NY","11201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","non GH+","27.28","0.00","27.28","0.00","0.00","2.16","0.00","29.44","-3.64","-2.73","0.00","-1.11","0.00","-3.00","18.96","16","1387","21","22","24","0","On-time",,
"Marketplace","305731267887621","2025-10-05","02:33:45 AM","Sunday","2 AM","America/New_York","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","48.96","0.00","48.96","0.00","0.00","3.64","0.00","52.60","-7.34","-4.90","0.00","-1.66","0.00","-8.00","30.70","20","10","8","19","32","0","Early",,
"Marketplace","350031180417860","2025-09-27","05:30:25 AM","Saturday","5 AM","America/New_York","2535778",,"The Pasta Story","1424 Lexington Ave ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","22.15","0.00","22.15","0.00","0.00","1.47","0.00","23.62","-3.32","-2.22","0.00","-0.85","0.00","-5.54","11.69","10","0","13","14","21","1","Early",,
"Marketplace","072131187844954","2025-09-26","11:00:14 PM","Friday","11 PM","America/New_York","6156944","21 Smith Pl","The Fried Chicken Crave","21 Smith Pl  ","Columbus","OH","43201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","38.45","0.00","38.45","0.00","0.00","2.84","0.00","41.29","-5.77","-3.85","0.00","-1.47","-2.84","-3.00","24.36","20","18","16","19","30","0","On-time",,
"Marketplace","782031156081362","2025-09-24","04:27:08 AM","Wednesday","4 AM","America/New_York","2794276",,"Golden Bear Sandwiches","1760 3rd Ave  ","New York","NY","10029","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","20.98","0.00","20.98","0.00","0.00","1.42","0.00","22.40","-3.15","-2.10","0.00","-0.83","0.00","-5.00","11.32","8","103","5","16","24","8","Late",,
"Marketplace","770931199596215","2025-09-28","11:30:57 AM","Sunday","11 AM","America/New_York","4514544","278 N. Brewster Rd","Marco's Pizza Party","278 N Brewster Rd  ","Brewster","NY","10509","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","31.48","0.00","31.48","0.00","0.00","2.22","0.00","33.70","-4.72","-3.15","0.00","-1.18","0.00","-5.00","19.65","20","26","10","26","31","6","Late",,
"Marketplace","494731201380393","2025-09-29","02:13:05 PM","Monday","2 PM","America/New_York","5024720","3907 Lee Hwy","First Light Breakfast Cafe","3907 Lee Hwy  ","Arlington","VA","22207","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","31.16","0.00","31.16","0.00","0.00","1.69","0.00","32.85","-4.67","-3.12","0.00","-1.21","0.00","-3.00","20.85","20","272","11","14","34","0","On-time",,
"Marketplace","291331189897236","2025-09-27","09:08:05 AM","Saturday","9 AM","America/New_York","2365500",,"The Pancake Snob","257 Gold Street  ","Brooklyn","NY","11201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","31.47","0.00","31.47","0.00","0.00","2.79","0.00","34.26","-4.72","-3.15","0.00","-1.34","0.00","0.00","25.05","15",,"11","14","26","0","On-time",,
"Marketplace","204731203501978","2025-09-28","10:32:15 PM","Sunday","10 PM","America/New_York","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","13.99","0.00","13.99","0.00","0.00","1.24","0.00","15.23","-2.10","-1.40","0.00","-0.76","0.00","0.00","10.97","20","8","11","14","18","0","Early",,
"Marketplace","335731146090006","2025-09-23","02:12:10 AM","Tuesday","2 AM","America/New_York","2535778",,"The Pasta Story","1424 Lexington Ave ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","14.88","0.00","14.88","0.00","0.00","1.32","0.00","16.20","-2.23","-1.49","0.00","-0.79","0.00","0.00","11.69","16","11","9","17","24","1","On-time","5",
"Marketplace","919231210262553","2025-09-30","03:07:22 PM","Tuesday","3 PM","America/Chicago","3310407","E Arapaho Rd #F","Master Yamamoto Ramen Bar","1401 E Arapaho Rd  ","Richardson","TX","75081","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","46.87","0.00","46.87","0.00","0.00","3.45","0.00","50.32","-7.03","-4.69","0.00","-1.68","0.00","-5.00","31.92","20",,"10","16","43","0","On-time",,
"Marketplace","572631206713715","2025-09-28","08:17:07 PM","Sunday","8 PM","America/New_York","7097528","East Side Deli","Sunrise Coffee Express","1424 Lexington Ave  ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","11.18","0.00","11.18","0.00","0.00","0.73","0.00","11.91","-1.68","-1.12","0.00","-0.57","0.00","-3.00","5.54","20","96","10","16","28","0","On-time",,
"Marketplace","566931261237906","2025-10-04","08:06:05 PM","Saturday","8 PM","America/New_York","10063864","Broadway","Bart's Burger Bar","3661 Broadway  ","New York","NY","10031","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","18.88","0.00","18.88","0.00","0.00","1.41","0.00","20.29","-2.83","-1.89","0.00","-0.83","0.00","-3.00","11.74","15","8","6","9","11","0","Early",,
"Marketplace","411731227055929","2025-10-01","12:33:20 PM","Wednesday","12 PM","America/Los_Angeles","3311137","Crenshaw Blvd","El Azul Tacos","6732 Crenshaw Blvd  ","Los Angeles","CA","90043","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","non GH+","16.77","0.00","16.77","0.00","0.00","1.18","0.00","17.95","-2.52","-1.68","0.00","-0.69","0.00","-5.00","8.06","20","26","9","12","34","0","On-time",,
"Marketplace","740231190739875","2025-09-28","02:43:06 PM","Sunday","2 PM","America/New_York","3310840","Lee Hwy","Chief's Cheesesteaks","3907 Lee Hwy  ","Arlington","VA","22207","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","42.03","0.00","42.03","0.00","0.00","2.34","0.00","44.37","-6.30","-4.20","0.00","-1.56","0.00","-3.00","29.31","20","80","10","13","34","0","On-time","1","The portion size was small for the price"
"Marketplace","549431189036956","2025-09-27","11:09:44 AM","Saturday","11 AM","America/New_York","3300571","Canal St #6019","Pressed On Panini's","83 Canal St  ","New York","NY","10002","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","19.08","0.00","19.08","0.00","0.00","1.25","0.00","20.33","-2.86","-1.91","0.00","-0.77","0.00","-5.00","9.79","20","9","9","11","13","0","Early",,
"Marketplace","350031170415378","2025-09-26","07:15:10 PM","Friday","7 PM","America/New_York","2535778",,"The Pasta Story","1424 Lexington Ave ","New York","NY","10128","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","non GH+","16.37","0.00","16.37","0.00","0.00","1.45","0.00","17.82","-2.46","-1.64","0.00","-0.84","0.00","0.00","12.88","13",,"10","11","27","0","On-time","5",
"Marketplace","823731216561648","2025-09-29","08:15:43 PM","Monday","8 PM","America/New_York","9816392","2rd","The Smoothie Squeeze","296 3rd Ave  ","New York","NY","10010","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","12.58","0.00","12.58","0.00","0.00","1.12","0.00","13.70","-1.89","-1.26","0.00","-0.72","0.00","0.00","9.83","15","15","9","16","22","1","On-time",,
"Marketplace","867031214161332","2025-09-29","08:04:59 PM","Monday","8 PM","America/New_York","9816392","2rd","The Smoothie Squeeze","296 3rd Ave  ","New York","NY","10010","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Loyal","GH+","11.19","0.00","11.19","0.00","0.00","0.99","0.00","12.18","-1.68","-1.12","0.00","-0.67","0.00","0.00","8.71","15","19","12","18","29","3","On-time",,
"Marketplace","127531155714620","2025-09-24","02:56:10 AM","Wednesday","2 AM","America/New_York","3312349","Gold St","Doughboys Sandwiches","257 Gold St  ","Brooklyn","NY","11201","Corporate","Standard Order","ASAP","Grubhub Delivery","No","New","GH+","41.26","0.00","41.26","0.00","0.00","3.22","0.00","44.48","-6.19","-4.13","0.00","-1.50","0.00","-5.00","27.66","20","366","8","13","51","0","On-time",,
"Marketplace","743531179080338","2025-09-25","09:09:29 PM","Thursday","9 PM","America/New_York","5930240","689 Broadway","Queen's Quesadillas","689 Broadway  ","New York","NY","10012","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","27.98","0.00","27.98","0.00","0.00","2.04","0.00","30.02","-4.20","-2.80","0.00","-1.06","0.00","-5.00","16.96","20","2","12","12","26","0","Early",,
"Marketplace","835931206136619","2025-09-29","11:41:18 AM","Monday","11 AM","America/New_York","5024720","3907 Lee Hwy","First Light Breakfast Cafe","3907 Lee Hwy  ","Arlington","VA","22207","Corporate","Standard Order","ASAP","Grubhub Delivery","No","Returning","GH+","15.37","0.00","15.37","0.00","0.00","0.62","0.00","15.99","-2.31","-1.54","0.00","-0.64","0.00","-5.00","6.50","20","16","24","26","58","2","On-time",,
